B2,B3,B4,B5,B6,B7,B8,B9,B11,NDVI,lc,random_split,NDBI
0.040916666,0.055833332,0.018016666,0.01414,0.0077547617,0.010285715,0.008357143,0.028775,0.013071429,-0.3662544,6,0.3141138695461116,0.22000000746666654
0.0309,0.03465,0.04685,0.06675,0.0748,0.0814,0.060925,0.11255,0.0952,0.13059615,6,0.3118060909629789,0.21953562850280225
0.0466,0.056425,0.02185,0.016,0.008796667,0.0088,0.0086625,0.0044,0.00526,-0.4321999,6,0.3073942027308808,-0.24438857963727778
0.0307875,0.033825,0.0141,0.010246667,0.00758,0.008381818,0.00725,0.025625,0.0093083335,-0.3208431,6,0.3071008424354998,0.1243080108272973
0.037675,0.044575,0.0161,0.013316667,0.008695,0.010314286,0.0092,0.0064333333,0.0122,-0.27272728,6,0.3026067048131238,0.14018691588785048
0.03565,0.03885,0.015085714,0.011244444,0.0072454545,0.0082375,0.008075,0.0052,0.0101666665,-0.30269852,6,0.2983175463169983,0.1146642221531678
0.034722224,0.04258182,0.016185714,0.0131,0.009090909,0.0103,0.01028,0.057933334,0.012077778,-0.22314584,6,0.2959338638190404,0.08040951117772085
0.027784616,0.030666666,0.0102375,0.0063115386,0.003290909,0.0052962964,0.004421429,0.0045,0.0122380955,-0.39675963,6,0.2930889383544448,0.46920105672883994
0.0941,0.1205,0.1363,0.15025,0.14455,0.16105,0.1807,0.12783334,0.17235,0.1400631,6,0.2845185019042573,-0.02365104092904687
0.0671,0.0927,0.0851,0.1005,0.1128,0.1243,0.125,0.2149,0.1224625,0.18990955,6,0.2813085722441996,-0.010254078900843554
0.0366,0.043175,0.015,0.011691666,0.0074285716,0.0084,0.0077583333,0.00352,0.0073666666,-0.31819844,6,0.2746771141446067,-0.02589531917947315
0.0343,0.037714284,0.0143428575,0.0103,0.0063333334,0.0071142856,0.007225,0.0034,0.00925,-0.33002156,6,0.2656422590476914,0.12291350531107738
0.028575,0.0415,0.0170625,0.0142,0.010075,0.014,0.011066667,0.0903,0.02485,-0.2131536,6,0.2578264737869692,0.38375868785374767
0.0468,0.056133334,0.0218,0.01615,0.0101,0.010175,0.0091,0.005425,0.0054,-0.41100323,6,0.2399323548597588,-0.25517241379310346
0.04007778,0.051566668,0.032128572,0.044875,0.045766667,0.047833335,0.0282375,0.13935,0.06763333,-0.064457946,6,0.2339160758031301,0.41092613884744716
0.049266666,0.0606,0.02,0.0146,0.0073666666,0.0083,0.00735,0.0048,0.006175,-0.46252283,6,0.2306418950503515,-0.08687615526802217
0.0592,0.0755,0.03025,0.02,0.01115,0.0122,0.01215,0.0112,0.0135,-0.4268868,6,0.2279008311351054,0.05263157894736844
0.04785,0.056025,0.02245,0.016675,0.009283333,0.00967,0.00934,0.004442857,0.0052,-0.4123938,6,0.2278985580607483,-0.28473177441540576
0.04595,0.0638,0.0576,0.0719,0.07355,0.08145,0.05865,0.0605,0.11305,0.009032251,6,0.2205116422744678,0.31683168316831684
0.0474,0.0549,0.0214,0.01515,0.0082,0.0084,0.00855,0.0046,0.0062,-0.42904842,6,0.2120333933443645,-0.15932203389830513
0.0469625,0.054166667,0.019116666,0.015133333,0.010175,0.010233333,0.009071428,0.0041333335,0.004925,-0.35636455,6,0.2080130955527174,-0.2962490143913862
0.04485,0.0542,0.02245,0.0162,0.00885,0.00975,0.0089,0.0063,0.00955,-0.4322169,6,0.2076267210853125,0.035230352303523005
0.034545455,0.038575,0.014125,0.01124,0.0062916665,0.00742,0.0074,0.0054555554,0.00825,-0.3124274,6,0.2060377860536232,0.05431309904153355
0.046425,0.054266665,0.02,0.014171429,0.008275,0.00828,0.0075285714,0.0032,0.0043666665,-0.4530358,6,0.2058204482150486,-0.2658126660922015
0.073,0.0912,0.0959,0.102,0.107825,0.111933336,0.1252,0.053133335,0.1355,0.13251925,6,0.2038543625015612,0.039509014192558506
0.0371375,0.0436,0.0153375,0.011741667,0.0077875,0.00845,0.007214286,0.0048125,0.010654166,-0.3602027,6,0.199028434646127,0.1925113602454202
0.04545,0.058025,0.019725,0.015933333,0.0090666665,0.0091,0.009025,0.004388889,0.005266667,-0.37217394,6,0.1983497049299838,-0.2629737314758313
0.038425,0.0446,0.0164,0.013325,0.00815,0.0084,0.007826666,0.005125,0.0091125,-0.35388005,6,0.1969434948003655,0.075908931998187
0.04845,0.055508334,0.020966666,0.016975,0.00915,0.009725,0.00835,0.00524,0.007745,-0.43035814,6,0.1955540642398916,-0.037589313451382396
0.0474,0.053,0.0191,0.014325,0.009233333,0.01018,0.00933,0.0046666665,0.005325,-0.34365106,6,0.1950893023727304,-0.27328556806550663
0.0667,0.07625,0.05675,0.03815,0.0156,0.0157,0.0186,0.03375,0.01925,-0.5063039,6,0.1868835891496608,0.017173051519154593
0.0379,0.04695,0.0147,0.01025,0.0052833334,0.0058354167,0.00552,0.00215,0.008879167,-0.45400593,6,0.1820653530115914,0.2332889812306504
0.032245453,0.033866666,0.016033333,0.015088889,0.01022,0.011433333,0.009158334,0.022983333,0.013957143,-0.27290767,6,0.178695269540235,0.20760155630792299
0.0372375,0.042016666,0.018528571,0.018133333,0.014436363,0.016528571,0.012783334,0.054425,0.019133333,-0.18348414,6,0.1784830925034296,0.19895558016756573
0.0325,0.036733333,0.013216667,0.0102375,0.0062461537,0.0072470587,0.0071,0.0035,0.008214286,-0.30106646,6,0.1704048222007024,0.07276121132908182
0.1332,0.1862,0.171,0.165,0.0829,0.0873,0.0612,0.1103,0.0862,-0.47286823,6,0.1697911895581533,0.16960651289009498
0.0535,0.0742,0.0344,0.0256,0.0152,0.0185,0.0167,0.0435,0.0184,-0.34637967,6,0.1636170176634658,0.04843304843304844
0.024833333,0.029575,0.014066666,0.0124,0.011383333,0.0141,0.013225,0.049533334,0.0199,-0.03083967,6,0.1617302694878493,0.20150943396226415
0.038316667,0.046533335,0.016075,0.010729167,0.0055333334,0.006475,0.0062166667,0.0021,0.008804167,-0.442243,6,0.159336959486684,0.1722607647270604
0.04755,0.04025,0.0416,0.044025,0.0449,0.0456,0.0469,0.20705,0.0557,0.05988701,6,0.1568704382584025,0.08576998050682264
0.0409,0.05495,0.02485,0.0197,0.0155,0.01515,0.02015,0.02115,0.02485,-0.10444443,6,0.1566880546178747,0.10444444444444444
0.0446,0.0514,0.018866668,0.014383334,0.008233333,0.008225,0.00836,0.0033833333,0.00512,-0.38589618,6,0.1547712781613029,-0.24035608308605336
0.08075,0.1107,0.1156,0.1754,0.19745,0.211675,0.2048,0.05865,0.19595,0.278402,6,0.1537459882920148,-0.022083593262632553
0.0417,0.05825,0.0602,0.06855,0.0945,0.1069,0.1278,0.0973,0.09495,0.3595745,6,0.1525845949206107,-0.14747474747474743
0.0356,0.038614284,0.016211111,0.012016667,0.00724,0.007430769,0.00738,0.003457143,0.0053333333,-0.37434062,6,0.1519405633753855,-0.16098584468008878
0.0256,0.0368,0.03555,0.0583,0.074,0.0749,0.0476,0.1118,0.0874,0.14491886,6,0.1493148197953061,0.2948148148148148
0.030268421,0.03602381,0.010548387,0.008625,0.006925641,0.008766667,0.0086825,0.014569566,0.012734615,-0.097025536,6,0.1483540869193801,0.18919985254783384
0.06175,0.08005,0.03085,0.02015,0.01225,0.014,0.01265,0.0114,0.01575,-0.4183908,6,0.1450992690104706,0.1091549295774648
0.0367,0.0494,0.017142856,0.012155555,0.008385714,0.009422222,0.00922,0.0121142855,0.0145,-0.30053103,6,0.1437012132173482,0.22259696458684652
0.03545714,0.0406,0.015166666,0.012254545,0.007409091,0.0092,0.008336363,0.00935,0.011244444,-0.2906137,6,0.1396740584941709,0.1485169125051894
0.10065,0.09915,0.08565,0.09615,0.10655,0.11295,0.0881,0.2173875,0.10024167,0.014100743,6,0.1294490184730947,0.06446619062048248
0.04605,0.05365,0.01945,0.0155375,0.009328571,0.010475,0.008880556,0.0043,0.005316667,-0.37307578,6,0.1202667451311257,-0.2510271903174304
0.0415,0.0498,0.017025,0.013721429,0.00705,0.00745,0.006257143,0.00228,0.005475,-0.46249422,6,0.1195854682046283,-0.06666667803145597
0.1216,0.1516,0.1608,0.1315,0.1606,0.1778,0.2686,0.1979,0.1378,0.25104797,6,0.1173667821878599,-0.32185039370078744
0.021232877,0.021179687,0.008917778,0.0058297296,0.0067695654,0.008855555,0.005951818,0.03315294,0.014392683,-0.19946472,6,0.1114087404438243,0.4148966347220803
0.0566,0.07935,0.0987,0.10995,0.15885,0.1803,0.2115,0.1978,0.143,0.36363637,6,0.1100017982857254,-0.19322990126939354
0.0464,0.05845,0.01996,0.0161,0.009166666,0.009075,0.008133333,0.00535,0.00555,-0.42097768,6,0.1065158597605857,-0.18879413370996667
0.03772,0.044675,0.0150875,0.011725,0.00732,0.008475,0.0068583335,0.006025,0.008966667,-0.37497628,6,0.1049053759005761,0.13322802106704512
0.048025,0.057375,0.0202,0.0141,0.00705,0.00724,0.0065,0.00495,0.0055,-0.5131086,6,0.1023132735843994,-0.08333333333333333
0.0288125,0.03666,0.015944444,0.014083333,0.013,0.01718,0.01524,0.06925,0.02395,-0.022589598,6,0.1012568657600166,0.22225057412605254
0.02588,0.035671428,0.0183875,0.01165,0.0052833334,0.008736364,0.012577381,0.08768462,0.03226,-0.18763576,6,0.0993287757515973,0.4389778921297834
0.03746,0.0416,0.01605,0.012269231,0.008383334,0.009175,0.008357143,0.0063166665,0.009166666,-0.31518874,6,0.0973757821098117,0.046195607359107896
0.046466667,0.0543,0.019825,0.01512,0.01045,0.011342857,0.009791667,0.0043714284,0.0048625,-0.33877322,6,0.0960266158027453,-0.33636623630671064
0.0335375,0.0384,0.0151,0.012125,0.008177778,0.00818,0.00814,0.0034666667,0.009133333,-0.2994837,6,0.0921670097157119,0.057506735961148935
0.0498,0.0637,0.02975,0.0265,0.01835,0.0194,0.0203,0.0172,0.02085,-0.18881118,6,0.0890731514556808,0.013365735115431395
0.0489,0.05715,0.0315,0.0338,0.0459,0.0594,0.0271,0.1134,0.0507,-0.07508532,6,0.0841767000903146,0.3033419023136247
0.0458,0.0536,0.01905,0.015057143,0.0103,0.010617857,0.009166666,0.004475,0.00532,-0.35026583,6,0.0799664123106008,-0.2655314894400133
0.04155,0.05406,0.02,0.01525,0.009288888,0.010685714,0.0103,0.010691667,0.009805,-0.320132,6,0.0773157009174473,-0.024620741109176857
0.0326,0.036814287,0.01295,0.01015,0.006407692,0.00632,0.0063166665,0.002525,0.0053,-0.34429067,6,0.0702676751789501,-0.08751792091130445
0.026826667,0.03470769,0.01319,0.010336364,0.0073,0.009169231,0.009213043,0.022092307,0.0170625,-0.1775186,6,0.0679660701225436,0.29873624305309315
0.03745,0.0442,0.01585,0.01165,0.006075,0.0074,0.006821667,0.00438,0.0073111113,-0.398221,6,0.0671601534100418,0.034631852959867065
0.0434,0.05605,0.0286,0.01845,0.00975,0.0122,0.0106,0.0148,0.01175,-0.4591837,6,0.0539080400092538,0.05145413870246084
0.0456,0.0602,0.023066666,0.020333333,0.01455,0.0166,0.01148,0.0296,0.0237,-0.33539173,6,0.053118406919857,0.3473564525298464
0.0395,0.0484,0.0607,0.0912,0.0913,0.0937,0.0711,0.17135,0.16025,0.078907415,6,0.0491084600310093,0.3853468770261509
0.0382,0.043,0.017966667,0.013266667,0.008325,0.0094,0.00775,0.00364,0.0062875,-0.39727804,6,0.0464970607390468,-0.1041852181656278
0.0354,0.0448,0.01325,0.008868571,0.003957143,0.005325,0.005525,0.0011,0.0075,-0.4114514,6,0.0460841468344848,0.15163147792706327
0.04628,0.05465,0.0182,0.0151,0.0103,0.01015,0.009314286,0.004357143,0.00485,-0.32294914,6,0.0436679605114103,-0.31517903549815357
0.03368,0.036685713,0.01312,0.010272727,0.0054833335,0.006415385,0.0065272725,0.0033833333,0.00735,-0.33555433,6,0.0433909664794152,0.059285965595905064
0.0602,0.0854,0.0305,0.0207,0.0091,0.0133,0.0126,0.0437,0.0282,-0.41531324,6,0.0428761323777201,0.38235294117647056
0.0401,0.0454,0.017,0.013,0.0083,0.00834,0.0073666666,0.0053375,0.0092,-0.39534888,6,0.0415903762759289,0.11066398837289328
0.0286,0.0415,0.01914,0.0151,0.00645,0.010257143,0.00935,0.02597143,0.017016666,-0.34362933,6,0.0369541493157741,0.29077115779446666
0.0573,0.0785,0.0756,0.144,0.1592,0.1739,0.0818,0.1785,0.17805,0.039390095,6,0.0308500383750104,0.3704060034635367
0.032545455,0.03862857,0.014066666,0.011181818,0.0063181818,0.008177778,0.007265,0.007516667,0.010223077,-0.31885302,6,0.0302071221912519,0.1691482145235294
0.0875,0.101075,0.10392,0.07455,0.0747,0.0777,0.1193,0.04337778,0.0885,0.068900645,6,0.0251540996203887,-0.14821944177093363
0.046875,0.054475,0.0203,0.014,0.008283333,0.00935,0.007825,0.004375,0.0045444444,-0.44355556,6,0.0212784642798596,-0.26521446670636234
0.04068,0.04745,0.019594444,0.015233333,0.01105,0.01214,0.01016,0.024279166,0.014666666,-0.3170768,6,0.021066617167738,0.18152521969724003
0.036727272,0.040583335,0.0181,0.014088889,0.010275,0.012033333,0.011366666,0.02965,0.012928572,-0.22850683,6,0.0162449434639631,0.06428856552053536
0.0425,0.05305,0.018975,0.013225,0.006183333,0.0072333333,0.006183333,0.0035666667,0.0063333334,-0.5084465,6,0.0138003129926753,0.0119840535176363
0.034483332,0.040566668,0.01373,0.0103,0.00536,0.0062285713,0.0057821427,0.00338,0.008533333,-0.40732878,6,0.0135688064530534,0.1921829464598232
0.0568,0.0736,0.07485,0.0806,0.09165,0.09806,0.11075,0.0992,0.1228,0.19342671,6,0.0097762188053668,0.05159494754870479
0.03764,0.0434,0.016,0.012066667,0.00736,0.0083,0.0076,0.004855,0.009175,-0.3559322,6,0.0052248986793479,0.09388971684053656
0.05455,0.0768,0.07865,0.11825,0.21065,0.24285,0.2666,0.2228,0.1877,0.5443882,0,0.7986325532178206,-0.17367378384327534
0.083,0.1122,0.1172,0.1565,0.2073,0.2255,0.2488,0.2619,0.26,0.3595628,0,0.7978083385441254,0.02201257861635223
0.1208,0.1398,0.1626,0.1608,0.1657,0.1682,0.1908,0.2248,0.2163,0.07979627,0,0.7806785745775574,0.06263817243920411
0.1456,0.1801,0.2042,0.25855,0.3138,0.33455,0.3332,0.3513,0.34375,0.24004467,0,0.7794032784187979,0.015584607430386298
0.1337,0.1642,0.1767,0.2044,0.2784,0.30235,0.2948,0.3152,0.2811,0.25047722,0,0.777164497818155,-0.023788852231290136
0.1082,0.1276,0.135,0.1771,0.2201,0.2429,0.2358,0.2738,0.2391,0.27184463,0,0.7690852245995813,0.0069488313329121865
0.09705,0.1241,0.1371,0.16555,0.2112,0.22535,0.2379,0.2564,0.263,0.26880002,0,0.7481671641957642,0.05010980235575965
0.06695,0.0898,0.09945,0.15095,0.2174,0.243,0.2435,0.27095,0.2069,0.42003205,0,0.7299572211888385,-0.08126110124333924
0.0491,0.0582,0.0625,0.0763,0.1062,0.115,0.1068,0.1969,0.1437,0.26166567,0,0.7288571521990296,0.14730538922155684
0.10025,0.1234,0.1481,0.18395,0.23395,0.25,0.271,0.26575,0.2769,0.29324743,0,0.7272113033816261,0.01076838839204227
0.2198,0.246,0.2664,0.2421,0.2774,0.2957,0.348,0.3271,0.3215,0.13281247,0,0.7268980266002908,-0.03958177744585507
0.1259,0.1589,0.1784,0.18895,0.23055,0.25575,0.2559,0.28565,0.29145,0.17844808,0,0.7177404129044698,0.06494930117840499
0.1003,0.1248,0.1422,0.1607,0.19265,0.2081,0.2196,0.26715,0.2662,0.21393038,0,0.7108158548727749,0.09592424866200083
0.0814,0.1042,0.1136,0.1687,0.2142,0.2359,0.227,0.2726,0.2634,0.33294186,0,0.710702055851332,0.07422512234910279
0.0977,0.1291,0.1464,0.18155,0.24435,0.2653,0.2716,0.28115,0.25145,0.29952154,0,0.6995508503073967,-0.03852404167861581
0.134,0.1764,0.2038,0.231,0.2999,0.3256,0.3396,0.3193,0.3359,0.249908,0,0.6972688105767001,-0.005477424130273925
0.0718,0.09055,0.1082,0.13315,0.16955,0.1834,0.1805,0.21395,0.1865,0.25043297,0,0.6928277582597921,0.01634877384196187
0.09745,0.116,0.134,0.155,0.20865,0.224,0.232,0.24175,0.20985,0.26775953,0,0.6867342023370051,-0.05013013466108408
0.1484,0.1667,0.1811,0.1955,0.23835,0.2538,0.2676,0.2805,0.2867,0.19277915,0,0.6832009198915201,0.03445787479704132
0.0808,0.107,0.1208,0.147,0.2014,0.2184,0.2278,0.2686,0.2421,0.30694205,0,0.6804479034438439,0.030432006809959583
0.0838,0.1024,0.113,0.1559,0.215,0.241,0.2208,0.2854,0.2591,0.3229479,0,0.6748260367033351,0.07980829339445718
0.0822,0.1104,0.12,0.1519,0.2012,0.2235,0.2292,0.2551,0.2467,0.3127148,0,0.674427869317435,0.036772431183021675
0.0876,0.1123,0.1226,0.17635,0.2369,0.25525,0.2386,0.27175,0.2166,0.32115173,0,0.6735771441792472,-0.04833040421792623
0.0621,0.08325,0.0907,0.1262,0.1887,0.21105,0.219,0.2371,0.2004,0.41427186,0,0.6715506922653769,-0.04434907010014307
0.1371,0.168,0.1842,0.2068,0.27205,0.29825,0.324,0.29325,0.29745,0.27508855,0,0.6616555907865092,-0.042722664735698794
0.081025,0.11173333,0.1262,0.176525,0.232025,0.24715,0.2487,0.32515454,0.2996,0.32675377,0,0.6607647313810966,0.0928323910268101
0.105,0.142,0.1686,0.2036,0.2687,0.2939,0.3208,0.3049,0.3175,0.31099308,0,0.6579265703491164,-0.005169982766724064
0.105,0.1332,0.1484,0.1788,0.2316,0.2517,0.241,0.3079,0.2785,0.23780176,0,0.6395022093948518,0.07218479307025992
0.0812,0.0962,0.1014,0.1171,0.1423,0.1516,0.16,0.1829,0.1664,0.22417748,0,0.6387694630303404,0.019607843137254867
0.0686,0.0886,0.0936,0.1179,0.1658,0.1822,0.1914,0.2378,0.2014,0.34315792,0,0.6328770959464473,0.025458248472505114
0.1425,0.1744,0.1911,0.1955,0.26485,0.2881,0.3026,0.28265,0.2636,0.22584565,0,0.626326889145994,-0.06888025432709285
0.1199,0.1363,0.131,0.1602,0.24515,0.26975,0.2565,0.31965,0.23575,0.323871,0,0.6187945076248395,-0.042153377348908116
0.09255,0.1153,0.1335,0.1555,0.19825,0.21385,0.2214,0.2235,0.2274,0.2476754,0,0.6164719085320246,0.013368983957219202
0.1044,0.145,0.1675,0.18575,0.2455,0.26745,0.3074,0.2818,0.2711,0.2945883,0,0.5983157313161969,-0.06274848746758858
0.083,0.1057,0.1152,0.13665,0.188,0.203,0.2088,0.2667,0.21815,0.2888889,0,0.5982183266412197,0.021899519850099535
0.0857,0.1044,0.1246,0.1457,0.1773,0.199,0.2228,0.2034,0.2576,0.28267127,0,0.5755996999762306,0.07243963363863447
0.0764,0.0957,0.1138,0.1285,0.1541,0.1642,0.1736,0.1828,0.2556,0.2080724,0,0.5726732094584683,0.1910531220876048
0.05815,0.07065,0.0895,0.1264,0.151,0.163,0.1603,0.1959,0.1717,0.28342673,0,0.5696577605734635,0.034337349397590346
0.0576,0.0737,0.08815,0.12495,0.17705,0.1985,0.2028,0.2305,0.2158,0.39405397,0,0.5663108960127564,0.031055900621117977
0.09985,0.122,0.135,0.1494,0.19085,0.2094,0.218,0.2444,0.24515,0.23512745,0,0.5610776002032056,0.05862031739177374
0.08345,0.1129,0.1336,0.13755,0.1754,0.1878,0.2069,0.22395,0.22535,0.21527167,0,0.5561011659479321,0.042683632157316354
0.1128,0.1466,0.1625,0.19585,0.22435,0.2377,0.2344,0.27135,0.27335,0.18115397,0,0.5487334866479633,0.07671097981290002
0.1188,0.159,0.1802,0.193,0.2298,0.2474,0.2648,0.2809,0.2923,0.1901124,0,0.5462265718508057,0.04936277149524328
0.1204,0.1518,0.173,0.157,0.19085,0.2019,0.2322,0.2296,0.2179,0.1461007,0,0.545727237119078,-0.031770717618307
0.0998,0.1298,0.1466,0.1811,0.2339,0.257,0.2458,0.3127,0.2666,0.2528033,0,0.5417314068047799,0.04059328649492587
0.06865,0.0856,0.09185,0.1314,0.17225,0.19135,0.1814,0.24835,0.20485,0.3277219,0,0.5377091895027025,0.06071197411003236
0.0868,0.117,0.1316,0.1521,0.1926,0.2097,0.2222,0.2689,0.2322,0.25607687,0,0.5236869839751171,0.022007042253521084
0.074392855,0.10456666,0.11993334,0.16736,0.2136,0.23623334,0.23745714,0.2783,0.25136667,0.32883865,0,0.5220425187182303,0.028455099190033323
0.1036,0.12665,0.1344,0.161775,0.22415,0.24065,0.245,0.29065,0.26376668,0.29151294,0,0.5170508125526855,0.03688661372242377
0.0882,0.1122,0.1318,0.1402,0.2026,0.2205,0.241,0.2815,0.2388,0.29291847,0,0.5054699818831984,-0.004585243851604793
0.1098,0.1356,0.1476,0.1682,0.2254,0.2449,0.253,0.2625,0.2551,0.26310533,0,0.4989815719537415,0.004133044676244815
0.0937,0.1202,0.1404,0.1465,0.1936,0.2163,0.2272,0.2656,0.2521,0.2361262,0,0.4956884119620359,0.05195076152722716
0.08835,0.1052,0.1186,0.13645,0.15765,0.16705,0.1733,0.1936,0.21175,0.18739292,0,0.4950194000958658,0.09985716140760936
0.1601,0.1846,0.1896,0.22445,0.2599,0.2792,0.2965,0.30895,0.30755,0.21991357,0,0.4883715230692752,0.018293187650028978
0.0449,0.0661,0.0763,0.10975,0.16695,0.1889,0.2108,0.2228,0.1988,0.46847787,0,0.485007535776696,-0.029296874999999962
0.0982,0.131,0.148,0.16765,0.2131,0.2315,0.258,0.2677,0.26495,0.27093592,0,0.4841040655537656,0.013289989482742157
0.1369,0.1715,0.1911,0.20725,0.2702,0.2894,0.3186,0.29325,0.297,0.25014713,0,0.4749775709209646,-0.03508771929824563
0.1286,0.1666,0.1792,0.1997,0.2938,0.3255,0.3716,0.3234,0.2853,0.3493101,0,0.4703738698972984,-0.13137463845334144
0.048,0.0627,0.0724,0.09705,0.14535,0.159,0.1797,0.1966,0.1922,0.42562473,0,0.4690130137270463,0.03361118580263515
0.1021,0.126,0.1584,0.2098,0.2603,0.2757,0.2564,0.3146,0.3116,0.23625842,0,0.4649134758369494,0.09718309859154924
0.1038,0.1374,0.1597,0.1717,0.1951,0.20725,0.2302,0.2485,0.26975,0.18081556,0,0.4536179970355301,0.07910791079107911
0.0938,0.1224,0.1386,0.18545,0.23695,0.26,0.262,0.2916,0.28115,0.3080379,0,0.4504254764147738,0.03525729540642548
0.0696,0.0855,0.0863,0.1234,0.17915,0.1928,0.1944,0.28225,0.1686,0.38510865,0,0.4457731943652114,-0.07107438016528923
0.0926,0.1258,0.148,0.1592,0.1974,0.2174,0.2376,0.2472,0.2661,0.23236513,0,0.4375478634306151,0.05658129839189993
0.0765,0.0936,0.1074,0.14095,0.17175,0.1845,0.1697,0.2346,0.2141,0.22482857,0,0.4325234187349308,0.11568525273579995
0.1108,0.1376,0.1502,0.1742,0.2287,0.2447,0.278,0.2686,0.2778,0.29845867,0,0.421627362875525,-0.00035984166966540745
0.08685,0.1048,0.1254,0.1577,0.1923,0.2126,0.199,0.2784,0.25245,0.22688037,0,0.4188232681077032,0.11839627865765864
0.164,0.2027,0.2362,0.2053,0.25005,0.27,0.3168,0.32705,0.2925,0.14575043,0,0.4166428305770071,-0.03988183161004439
0.0947,0.1207,0.1272,0.1681,0.23675,0.2538,0.2627,0.30405,0.2443,0.34752497,0,0.4016417321711232,-0.03629191321499014
0.1146,0.1417,0.1616,0.1845,0.2313,0.2568,0.256,0.30915,0.2816,0.22605368,0,0.3976493631129963,0.04761904761904764
0.07985,0.1023,0.1131,0.139,0.18745,0.20925,0.2216,0.2385,0.2045,0.3241709,0,0.394758178826368,-0.04013142454822813
0.1028,0.1326,0.1419,0.2095,0.28655,0.31375,0.3124,0.31765,0.30025,0.37530267,0,0.3840468222325485,-0.019831877907451227
0.1084,0.1354,0.152,0.1929,0.2155,0.2332,0.237,0.2951,0.2743,0.21850902,0,0.3803868330788952,0.07295130060629768
0.09925,0.1307,0.1406,0.17975,0.2289,0.25475,0.2536,0.301,0.26605,0.28665653,0,0.380362517132958,0.023958433561050742
0.2277,0.2617,0.2906,0.26855,0.3114,0.3405,0.3492,0.3423,0.3158,0.091591135,0,0.3719271124922951,-0.05022556390977441
0.1029,0.1268,0.1358,0.179,0.2152,0.24225,0.2246,0.30005,0.2738,0.24639289,0,0.3684791273132436,0.09871589085072231
0.1351,0.1522,0.1694,0.20585,0.2515,0.2625,0.2644,0.30575,0.2835,0.21899492,0,0.3538095925457593,0.03486037598101834
0.08055,0.1044,0.1178,0.1371,0.1735,0.18615,0.1882,0.2621,0.2058,0.23006536,0,0.340060438938471,0.04467005076142133
0.1272,0.1524,0.1718,0.17555,0.2066,0.2234,0.2492,0.26815,0.2699,0.18384798,0,0.3351734059351163,0.03987670968984775
0.1692,0.201,0.2248,0.2356,0.289,0.3097,0.324,0.3126,0.3439,0.18075801,0,0.3333786928389215,0.029794879472974958
0.12844,0.17742223,0.19713333,0.22222857,0.2758,0.298025,0.3081,0.30793333,0.3133,0.21963447,0,0.3307493874374055,0.008368200836820145
0.0818,0.09975,0.1099,0.13005,0.1646,0.1756,0.1927,0.22995,0.2034,0.27362856,0,0.3295489220732095,0.027013380459479895
0.10385,0.1201,0.1312,0.162,0.1975,0.21105,0.2155,0.24235,0.2392,0.24314968,0,0.3183624924452893,0.052122278425335386
0.07705,0.1083,0.1231,0.1574,0.1993,0.21265,0.2116,0.2359,0.22425,0.26441592,0,0.3111746074236148,0.02902374670184695
0.1312,0.1618,0.1896,0.1991,0.2473,0.2709,0.2976,0.3065,0.2822,0.22167486,0,0.31057036048193,-0.026560883063125162
0.0905,0.1134,0.1359,0.12605,0.16965,0.1839,0.2292,0.2177,0.17795,0.25554642,0,0.3050642568430449,-0.1258749846493921
0.1042,0.1218,0.1306,0.1401,0.1622,0.1706,0.1688,0.186,0.1807,0.12758848,0,0.2825926336836617,0.03404864091559368
0.06985,0.0883,0.0981,0.13605,0.2078,0.2322,0.2432,0.26395,0.19395,0.4251392,0,0.2759011449214261,-0.11266155781768268
0.08115,0.1088,0.1206,0.15275,0.21145,0.23605,0.2441,0.25715,0.2184,0.3386345,0,0.2752694181694414,-0.05556756756756757
0.10233333,0.14284,0.1504,0.19383334,0.24823333,0.26846668,0.27225,0.2939143,0.2898,0.2883,0,0.2717567169184118,0.03122497998398721
0.0867,0.1104,0.1335,0.1821,0.1996,0.21395,0.1761,0.21945,0.2469,0.13759692,0,0.2577958609612696,0.1673758865248227
0.1303,0.1694,0.1942,0.21525,0.27475,0.2993,0.311,0.3128,0.31635,0.23119557,0,0.2506329485445345,0.008527934964533388
0.0806,0.1001,0.1049,0.15175,0.18425,0.2011,0.1854,0.2481,0.2379,0.2772993,0,0.2495753071022562,0.1240255138199858
0.09095,0.119,0.1234,0.1831,0.25075,0.2725,0.2493,0.2948,0.24905,0.3378052,0,0.2352673732847549,-0.0005016554630279928
0.1145,0.146,0.1692,0.20015,0.24305,0.26415,0.28,0.27525,0.2839,0.24666072,0,0.2257719899849917,0.00691611987941117
0.093,0.1244,0.1402,0.175,0.251,0.2777,0.2994,0.2769,0.258,0.3621474,0,0.2224897382736551,-0.0742734122712594
0.108,0.136,0.162,0.1955,0.2347,0.2557,0.2622,0.2838,0.2952,0.23620933,0,0.2141694107436053,0.059203444564047414
0.1466,0.168,0.1869,0.1858,0.23845,0.25155,0.2735,0.311,0.2763,0.18809728,0,0.2080942903329218,0.0050927610040013985
0.0919,0.1113,0.1442,0.156,0.1965,0.21105,0.2232,0.2428,0.23505,0.21502449,0,0.2065266465789159,0.025859247135842877
0.0875,0.106,0.1236,0.14745,0.18445,0.1992,0.2032,0.2509,0.2227,0.24357405,0,0.2057765461459781,0.04578539563277769
