B2,B3,B4,B5,B6,B7,B8,B9,B11,NDVI,lc,random_split,NDBI
0.0726,0.111,0.1301,0.199,0.3492,0.39595,0.42106667,0.42346665,0.337775,0.52791053,3,0.2302174682708652,-0.10976159229632182
0.1368,0.1814,0.2322,0.2602,0.263,0.2704,0.273,0.2914,0.4577,0.08076011,3,0.1978530744906675,0.2527713151772273
0.0689,0.1061,0.1153,0.16495,0.30675,0.34715,0.3712,0.383,0.32025,0.52600205,3,0.1855233295352329,-0.07368573288017934
0.09225,0.1258,0.1808,0.20105,0.21955,0.24235,0.2684,0.28605,0.4183,0.19501336,3,0.1740623083979744,0.21829037425367695
0.0591,0.0996,0.1156,0.1625,0.2823,0.32015,0.313,0.39745,0.319,0.4605693,3,0.1686088811471771,0.009493670886075958
0.0303,0.06615,0.0446,0.11025,0.35495,0.42025,0.4338,0.4504,0.22815,0.81354517,3,0.1504052179753101,-0.31067301155676413
0.0319,0.07075,0.05045,0.10965,0.33405,0.399,0.4328,0.43405,0.2576,0.79120535,3,0.1419798721600497,-0.253765932792584
0.04675,0.0797,0.07045,0.12315,0.34595,0.3961,0.4112,0.411,0.25595,0.7074639,3,0.0975782790426662,-0.2327062879412426
0.1355,0.18573333,0.26276666,0.28355,0.2913,0.304775,0.3147,0.3202,0.42475,0.08993307,3,0.0843900492592852,0.14882683075258643
0.0874,0.1252,0.1425,0.20053333,0.31985,0.34845,0.3715,0.38265,0.3581,0.4455253,3,0.079350396032129,-0.018366228070175468
0.1595,0.216,0.2904,0.3286,0.3519,0.377,0.39346668,0.40356666,0.491,0.15071166,3,0.0283153328302661,0.11027359447842622
0.11445,0.1599,0.23293333,0.2757,0.33905,0.3832,0.3974,0.41505,0.389525,0.26092014,3,0.0226954907120066,-0.010007306922514808
0.0296,0.0656,0.03935,0.106,0.38965,0.4647,0.491,0.49845,0.21385,0.85160744,3,0.0094151389309863,-0.39320422784989717
0.0886,0.13236667,0.1528,0.2145,0.3331,0.36025,0.3748,0.3868,0.37933335,0.42077333,3,0.7870312722773006,0.006011337384827221
0.08,0.1167,0.11805,0.1872,0.34148332,0.3786,0.4158,0.43195,0.35535,0.5577409,3,0.7851885817215928,-0.07838941840108929
0.084,0.13145,0.12485,0.19786666,0.3481,0.389,0.4144,0.42205,0.327,0.53694946,3,0.7730762209605898,-0.11788508227677363
0.16165,0.2121,0.27445,0.31465,0.3248,0.3343,0.3291,0.31485,0.4776625,0.09054761,3,0.769146482828348,0.1841465115198091
0.08505,0.1283,0.1296,0.192175,0.34263334,0.38056666,0.4124,0.4066,0.37065,0.5217712,3,0.6937723109561699,-0.053317157269650736
0.0426,0.07415,0.0729,0.125,0.32015,0.367,0.383,0.40225,0.2741,0.680193,3,0.6904885567230424,-0.16572819966519556
0.09765,0.136,0.1666,0.1756,0.29175,0.322,0.3598,0.3628,0.34915,0.3670213,3,0.6772694253707486,-0.015022215953170171
0.1298,0.1779,0.2512,0.2843,0.312725,0.33475,0.3336,0.3721,0.40535,0.1409029,3,0.6656129638877898,0.09709723255971309
0.1429,0.19493334,0.2633,0.2871,0.29435,0.3073,0.3152,0.3187,0.42853335,0.08971478,3,0.6625006037738829,0.15238438615130007
0.047475,0.099,0.0807,0.16953333,0.323075,0.3554,0.379,0.38495,0.22025,0.64890146,3,0.6472187457132493,-0.2649144764288694
0.1028,0.1505,0.1817,0.23725,0.34706667,0.3801625,0.3945,0.435,0.37785,0.3693162,3,0.6370250245643201,-0.021557583996892594
0.1765,0.2348,0.3068,0.3424,0.3681,0.3949,0.4204,0.43071666,0.5043,0.15621561,3,0.6108336558398084,0.09073212933924514
0.0322,0.0672,0.0627,0.13045,0.33765,0.39015,0.4518,0.45315,0.27615,0.7562682,3,0.5737449184285629,-0.24129404492066758
0.06235,0.0992,0.1144,0.1676,0.2932,0.33415,0.3576,0.3678,0.34075,0.51525426,3,0.5691685968246284,-0.024128302427149674
0.0523,0.08805,0.0996,0.15005,0.31575,0.3574,0.3868,0.40415,0.31335,0.59046054,3,0.564325867414912,-0.10490609155181026
0.1712,0.2185,0.2758,0.2803,0.3088,0.3359,0.3734,0.3871,0.4548,0.1503389,3,0.5319336390837683,0.09828543829992752
0.1384,0.1911,0.2665,0.30155,0.35305,0.3929,0.4144,0.43705,0.4791,0.21721253,3,0.5222539542580888,0.07241186345831006
0.039,0.0732,0.0709,0.12615,0.31705,0.3671,0.409,0.43215,0.271,0.7045218,3,0.5111013258332012,-0.20294117647058818
0.16835,0.22265,0.29145,0.3094,0.31485,0.324975,0.34746668,0.323,0.434075,0.087674476,3,0.5030448253453018,0.11081727592570617
0.0919,0.13355,0.1519,0.2075,0.34135,0.37615,0.3942,0.3915,0.36745,0.44369164,3,0.4643306300778091,-0.03512111862403991
0.1643,0.216,0.292,0.311525,0.3161,0.3269,0.3402,0.32975,0.451925,0.07624172,3,0.4630602532950834,0.14104465835568883
0.14715,0.19695,0.2675,0.2889875,0.2932,0.3034,0.3124,0.3165,0.4344,0.07742714,3,0.4421778363955888,0.16336368505623994
0.1511,0.20473333,0.2748,0.304215,0.30835,0.31935,0.3231,0.330125,0.4358,0.080782734,3,0.4391286273695388,0.14850441428383188
0.1101,0.15545,0.224,0.2701,0.33885,0.38925,0.4096,0.41236666,0.3941,0.29292926,3,0.4168905813789627,-0.019285803160383242
0.051066667,0.10485,0.089,0.1803,0.3384,0.37775,0.3856,0.39835,0.23408334,0.6249473,3,0.4099565609143694,-0.24450658944615164
0.143,0.1945,0.265,0.292175,0.2959,0.30941668,0.3138,0.3195,0.431225,0.08431241,3,0.3993433442874013,0.15761216066574946
0.145,0.198,0.2664,0.3074,0.3412,0.3645,0.38194287,0.39151427,0.4707,0.17821258,3,0.3971890159214214,0.10409649001111101
0.1383,0.1766,0.2273,0.2412,0.2622,0.2744,0.2989,0.281,0.31165,0.13606994,3,0.3819035117345101,0.020882810580624002
0.1082,0.146,0.2073,0.2393,0.2625,0.2916,0.3342,0.3703,0.48565,0.23434901,3,0.350417989338056,0.18472891382569986
0.079,0.1172,0.1726,0.22435,0.33355,0.3753,0.3974,0.41555,0.3288,0.39438596,3,0.3284368498251664,-0.0944643348939686
0.0447,0.08845,0.07585,0.1562,0.3487,0.3929,0.4172,0.4278,0.26725,0.69232327,3,0.3114607098393769,-0.21908101395280885
0.1605,0.2195,0.2875,0.3376,0.37185,0.3861,0.3966,0.4097,0.48555,0.15947963,3,0.3078261429913427,0.10083319163407581
0.12255,0.1666,0.23616667,0.27345,0.32705,0.3644,0.3874,0.4207,0.46561667,0.24252953,3,0.3060308919028265,0.0916941869377535
0.056,0.09155,0.0977,0.1519,0.30115,0.3429,0.3688,0.3833,0.2828,0.5811361,3,0.2677364755158798,-0.13198281154082264
0.0746,0.1161,0.1234,0.16625,0.32515,0.36385,0.3774,0.4222,0.2919,0.5071885,3,0.2592735417320224,-0.12774540564769166
0.1372,0.1816,0.2382,0.27355,0.30905,0.33655,0.361,0.3609,0.4383,0.20493993,3,0.2442724520939206,0.09670962091830355
0.02985,0.06425,0.037,0.10815,0.37715,0.43425,0.4678,0.46265,0.21275,0.85340726,3,0.2402036875361741,-0.3747704062890309
0.0557,0.0864,0.1172,0.16025,0.28515,0.32045,0.3504,0.3667,0.3362,0.49871686,3,0.2376707709776842,-0.020681619574715978
0.04095,0.0761,0.07205,0.1413,0.3394,0.39215,0.4156,0.4423,0.25865,0.7045012,3,0.2234863149805802,-0.2327771598071932
0.087,0.12825,0.1487,0.19885,0.32895,0.351,0.3762,0.3865,0.35865,0.4334159,3,0.2137641014948622,-0.023882424984690693
0.104,0.14845,0.20006667,0.2408,0.33135,0.3569,0.3844,0.3737,0.37975,0.31538725,3,0.2029412323142126,-0.006085192697768819
0.0622,0.1064,0.10045,0.17755,0.3495,0.39295,0.4158,0.425,0.27975,0.6108475,3,0.1789913350941653,-0.19560060383868882
0.0873,0.1258,0.1277,0.1817,0.3571,0.398225,0.40906668,0.42945,0.3487,0.52418804,3,0.1773607994693266,-0.07966394088481167
0.171,0.22513333,0.3017,0.33676666,0.35186666,0.365175,0.3782,0.38046667,0.4776,0.112516545,3,0.1718264408264831,0.11614863285814447
0.050566666,0.1031,0.091,0.17435,0.35235,0.38565,0.4032,0.40965,0.2316,0.63172805,3,0.1697041819325487,-0.2703213610586011
0.0942,0.1398,0.172,0.2353,0.334,0.3818,0.4152,0.40825,0.42875,0.41416892,3,0.1672776130216394,0.016055453522128095
0.07285,0.111,0.1284,0.17495,0.3053,0.3418,0.364,0.37935,0.3284,0.4784728,3,0.1506996396637957,-0.05141536683997684
0.1774,0.2378,0.311,0.34345,0.3504,0.3652,0.3802,0.38405,0.50035,0.10011575,3,0.1267964401718614,0.13644881040258927
0.1445,0.1992,0.2807,0.3181,0.359975,0.40655,0.4248,0.4365,0.42285,0.20425232,3,0.1137675704287454,-0.0023004777915413286
0.08365,0.1272,0.2002,0.23385,0.33365,0.3828,0.399,0.4248,0.3588,0.33177567,3,0.0904061228084635,-0.053048297703879664
0.1382,0.1885,0.2528,0.2878,0.29395,0.3034,0.29725,0.30405,0.457925,0.08081087,3,0.0853994844670835,0.2127652530870328
0.1186,0.1643,0.2376,0.28285,0.34775,0.39605,0.4138,0.42915,0.3987,0.2704943,3,0.0580022793206319,-0.018584615384615387
0.1412,0.1876,0.2438,0.2648,0.2665,0.2779,0.283,0.2914,0.4597,0.07441153,3,0.0505861699843077,0.2379157129392757
0.1477,0.2028,0.27368334,0.32935,0.3655,0.3923,0.4116,0.39515,0.4466,0.20125493,3,0.0440517802678885,0.04078303425774874
0.0886,0.1285,0.1517,0.24505,0.3311,0.36545,0.3892,0.3871,0.41875,0.439083,3,0.0342268515528243,0.03657404542360297
0.1506,0.1932,0.2582,0.2813,0.2911,0.31945,0.3394,0.3542,0.5255,0.13587685,3,0.0327072578651808,0.2151693837437854
0.0444,0.07715,0.0644,0.15255,0.3362,0.3797,0.4274,0.42045,0.30165,0.7381049,3,0.0295973913709349,-0.1724847404156094
0.072275,0.1131,0.108666666,0.17483333,0.337,0.38475,0.4086,0.41491666,0.33401668,0.57984275,3,0.0241993433828693,-0.10043313328216652
0.07955,0.1211,0.1926,0.23815,0.3346,0.39235,0.4118,0.43815,0.36295,0.36267373,3,0.0193439125334524,-0.06305259761213294
0.0305,0.0681,0.04255,0.1135,0.37495,0.44385,0.4626,0.47785,0.23405,0.83153516,3,0.0156536848050357,-0.32807004952271585
0.112,0.1613,0.2319,0.2612,0.2653,0.27355,0.2851,0.3061,0.36345,0.10290136,3,0.0130128532766684,0.12080795621000691
0.13376667,0.17816,0.2426,0.2717,0.27765,0.291475,0.2991,0.30335,0.4328,0.1043013,3,0.0012356597223678,0.1826752288564012
0.1266,0.1751,0.238,0.25715,0.2749,0.2978,0.3306,0.3444,0.4805,0.16285612,3,0.7706942372588661,0.18481075083220316
0.06475,0.1072,0.1327,0.20125,0.34035,0.3685,0.3932,0.3903,0.36505,0.49534133,3,0.7690137287830798,-0.03712495878667987
0.1089,0.153,0.2182,0.26625,0.33445,0.37175,0.3896,0.40265,0.3852,0.28200066,3,0.7629664438770126,-0.005678884873515766
0.1299,0.1691,0.21,0.25955,0.26245,0.26855,0.2311,0.3081,0.3282,0.04783496,4,0.7981384047834196,0.17360986947970675
0.101,0.1494,0.1986,0.2114,0.21255,0.2242,0.2209,0.21285,0.2294,0.053158537,4,0.7916332340774355,0.018876304685765
0.1405,0.1837,0.2228,0.27295,0.2797,0.27915,0.2679,0.29123333,0.32075,0.0919095,4,0.7836620928317573,0.0897817038987513
0.134,0.1689,0.2054,0.2563,0.26935,0.28215,0.2619,0.34945,0.3474,0.120907344,4,0.783400045736769,0.1403249630723781
0.1343,0.1828,0.2296,0.2452,0.26905,0.2838,0.3148,0.30565,0.35955,0.15650257,4,0.7818038548339727,0.0663601987098687
0.1369,0.167,0.2135,0.20785,0.22855,0.2443,0.2708,0.2707,0.28215,0.1183151,4,0.7803476817092142,0.020526268197847954
0.2376,0.2814,0.3218,0.36715,0.367,0.3728,0.3478,0.39765,0.43025,0.038829144,4,0.7778196997107659,0.10597005333847442
0.1406,0.1966,0.2803,0.2741,0.2794,0.29055,0.338,0.3598,0.3929,0.09332041,4,0.7777575616961971,0.07511287453824052
0.1944,0.2289,0.2685,0.2878,0.28995,0.28875,0.2999,0.27555,0.3042,0.055242777,4,0.772273122690619,0.007118026816752236
0.1548,0.1966,0.2448,0.2742,0.277,0.28746668,0.28446665,0.3089,0.373675,0.07494644,4,0.7703887873142147,0.13554582056917383
0.1449,0.1941,0.2425,0.2305,0.236,0.2472,0.3027,0.28795,0.3213,0.1104182,4,0.7658917311481355,0.029807692307692226
0.13865,0.16793333,0.2001,0.21236667,0.21495,0.22105,0.225,0.2351,0.2499,0.058574427,4,0.7647452147015724,0.05243209096651928
0.1418,0.1794,0.2106,0.24055,0.2432,0.2485,0.2426,0.27115,0.3171,0.07060898,4,0.7626967367039519,0.13310702161872429
0.6184,0.7026,0.7792,0.8158,0.79675,0.791,0.7948,0.7116,0.6908,0.009911033,4,0.7620257119512849,-0.07000538502961766
0.1594,0.2004,0.2502,0.27701667,0.30535,0.3281,0.33513334,0.3327,0.3946,0.14510252,4,0.760733626751056,0.0814909457199804
0.1696,0.2225,0.2811,0.30195,0.31735,0.3263,0.3396,0.3351,0.36575,0.094248414,4,0.7549937821034552,0.03707379315233573
0.1245,0.154,0.1897,0.21675,0.21785,0.2209,0.2195,0.2248,0.24805,0.072825015,4,0.7541574579707299,0.06106298791573092
0.1465,0.1909,0.2321,0.21605,0.22255,0.22945,0.2805,0.2352,0.27185,0.094420604,4,0.7540191390567836,-0.01566036027880881
0.1872,0.2317,0.2706,0.29425,0.30835,0.31885,0.31,0.35505,0.3637,0.06786086,4,0.7533414209243454,0.07970906931868789
0.1354,0.16725,0.1997,0.23373333,0.23483333,0.24173333,0.2243,0.2824,0.309775,0.058018867,4,0.7523436038195164,0.16004306511257785
0.2033,0.25265,0.3033,0.3346,0.3331,0.3381,0.3352,0.3429,0.38603333,0.049960874,4,0.7504999514752101,0.07048111600721504
0.1939,0.2283,0.2812,0.27555,0.27815,0.28185,0.3067,0.26155,0.3111,0.043374725,4,0.7500509266712133,0.007122045969569465
0.2654,0.3321,0.39573333,0.40165,0.3966,0.4013,0.4304,0.302125,0.39125,0.041962583,4,0.7452812707007145,-0.04764802531491513
0.1247,0.1602,0.1884,0.19546667,0.19925,0.2079,0.2088,0.231025,0.26955,0.051359523,4,0.744520050182164,0.12699905926622765
0.1896,0.2181,0.2376,0.23435,0.23415,0.24165,0.2464,0.25915,0.2815,0.018181818,4,0.7429873216771333,0.0664898655048304
0.168525,0.21716666,0.2736,0.3121,0.32525,0.3373,0.3184,0.38293332,0.3779,0.075675644,4,0.7421221166635067,0.08545167312939823
0.2308,0.2857,0.3372,0.3585,0.3492,0.3517,0.3592,0.36225,0.3927,0.03159106,4,0.7388666125335366,0.044553797047479686
0.1468,0.201,0.25963333,0.2698,0.2924,0.30905,0.338,0.35025,0.39055,0.13112834,4,0.7378855859606374,0.07212957243840502
0.1948,0.2329,0.2645,0.2539,0.2725,0.28175,0.3064,0.29085,0.3087,0.073392905,4,0.7354158245323743,0.0037392293935944866
0.1284,0.1707,0.2104,0.237225,0.2483,0.2573,0.26006666,0.26835,0.28,0.10556892,4,0.7348487512259717,0.03690903637710208
0.1012,0.1295,0.1708,0.209,0.2112,0.21125,0.1901,0.2192,0.2577,0.053477414,4,0.7286771666631556,0.15096025011165698
0.10846667,0.1339,0.1627,0.2163,0.2231,0.2321,0.18843,0.241675,0.29135,0.073277704,4,0.7278187262323668,0.2145149860352662
0.1635,0.1968,0.2257,0.2546,0.2514,0.2556,0.2398,0.3008,0.33305,0.030290011,4,0.7256995223241758,0.1627825783363882
0.2072,0.2619,0.3228,0.289,0.2886,0.29955,0.36653334,0.3345,0.3766,0.06344293,4,0.7250334653767831,0.013546236534078803
0.2578,0.2862,0.30883333,0.43185,0.4132,0.410025,0.3042,0.31765,0.41755,-0.007558051,4,0.7161560878947233,0.15704883962590918
0.1171,0.1368,0.1677,0.2192,0.2346,0.24615,0.1984,0.28045,0.2884,0.0838569,4,0.7155398613361517,0.1848808545603944
0.19951428,0.2498,0.304,0.31985,0.32065,0.3257,0.34146667,0.3334,0.3764,0.05804587,4,0.714488600885674,0.04866269943971627
0.1528,0.1941,0.2406,0.2719,0.28035,0.29215,0.282,0.30235,0.354,0.07921929,4,0.7119075383439513,0.11320754716981135
0.2284,0.293,0.3538,0.38545,0.38855,0.4008,0.3916,0.3724,0.45145,0.050711047,4,0.7105274595184384,0.07099223059130538
0.1543,0.1865,0.2314,0.2866,0.28335,0.2915,0.2573,0.3242,0.3641,0.052997734,4,0.7069422187123547,0.17186997103315096
0.21945,0.2894,0.33173335,0.35635,0.35035,0.34945,0.3492,0.3045,0.39005,0.025651064,4,0.7041303632115767,0.05525870815015218
0.1474,0.1768,0.204,0.24005,0.2519,0.26115,0.2404,0.29375,0.2907,0.0819082,4,0.7003534598242553,0.09470909433251744
0.1321,0.16806667,0.2038,0.1826,0.19438334,0.2026625,0.234525,0.21995,0.2293,0.070096396,4,0.7002279694788573,-0.011265024524335702
0.134,0.1756,0.2236,0.28,0.2905,0.3003,0.2689,0.3386,0.4071,0.091979705,4,0.6964836123413648,0.2044378698224853
0.1168,0.1454,0.1687,0.2016,0.20865,0.215,0.1829,0.2546,0.2368,0.04038681,4,0.6959209090407953,0.12842506552299263
0.16,0.19565,0.24303333,0.2654,0.293075,0.3099,0.3192,0.3638,0.3367,0.13547164,4,0.6928560792123041,0.02668089647812169
0.184,0.2185,0.2479,0.28675,0.31185,0.31935,0.34,0.30175,0.2981,0.1566593,4,0.6898627682102676,-0.06566368907694727
0.141,0.1783,0.2262,0.273225,0.2865,0.2987,0.2601,0.338675,0.34693334,0.06971007,4,0.6897785983652601,0.14304542152495278
0.25473332,0.3042,0.3471,0.4123,0.4065,0.39915,0.36026666,0.37004444,0.43083334,0.018613636,4,0.68945502138607,0.0892007078751106
0.1971,0.2623,0.3398,0.34255,0.34185,0.35895,0.4,0.392,0.45205,0.08137335,4,0.6875238394373704,0.06108796432134263
0.10745,0.13066667,0.17146666,0.17315,0.18246667,0.2035,0.2601,0.28100416,0.35435,0.20537579,4,0.6871289156892838,0.15338920986247864
0.0703,0.0801,0.0895,0.08735,0.08905,0.0942,0.0939,0.153,0.1241,0.023991276,4,0.6839914473157621,0.13853211009174315
0.2103,0.2401,0.2524,0.2357,0.254,0.26355,0.3007,0.26595,0.25375,0.087325975,4,0.6825537431621025,-0.08467851023536847
0.1924,0.2476,0.3021,0.2713,0.27695,0.28135,0.3432,0.3041,0.34508333,0.063691296,4,0.6812811143694147,0.0027362714131112494
0.1512,0.1874,0.2228,0.2364,0.24735,0.25365,0.2468,0.27165,0.2727,0.051107332,4,0.6769120428226263,0.04985563041385949
0.1655,0.2155,0.2735,0.28005,0.2877,0.2993,0.3308,0.2976,0.4198,0.094820455,4,0.6726357719541811,0.11857180921929128
0.1564,0.1992,0.2415,0.2575,0.2645,0.2707,0.2697,0.30885,0.3249,0.055164292,4,0.666979387786753,0.09283551967709389
0.1835,0.2504,0.3214,0.32645,0.34345,0.35405,0.3982,0.38795,0.4446,0.10672598,4,0.665168271812298,0.05505457997152349
0.1421,0.18133333,0.2312,0.21395,0.2243,0.228275,0.2732,0.2544625,0.26658332,0.08326727,4,0.6638378888498524,-0.01225802975905218
0.125,0.1545,0.1901,0.2526,0.255375,0.26476666,0.21813333,0.30926666,0.34274,0.06866987,4,0.6606812309958683,0.22216543974376535
0.1286,0.1552,0.1848,0.2563,0.2508,0.25645,0.2152,0.31185,0.2958,0.07600002,4,0.6588465271922801,0.15772994129158513
0.13665454,0.1671,0.20433334,0.22168334,0.227375,0.23506667,0.23534286,0.25129092,0.26505,0.0705281,4,0.658211008979282,0.059367633662878436
0.1131,0.145,0.18,0.2271,0.23635,0.246025,0.20745,0.259625,0.27445,0.07084784,4,0.657714482368244,0.1390329943971779
0.14695,0.1834,0.2296,0.2476,0.2517,0.259275,0.27416,0.277425,0.301075,0.08845482,4,0.6568562647836821,0.0467895729571392
0.166,0.2259,0.2706,0.24045,0.24895,0.2464,0.2985,0.2942,0.3078,0.049024794,4,0.6533080929240479,0.015338941118258337
0.102066666,0.12626667,0.1566,0.21675,0.22046667,0.22715,0.17526667,0.24773334,0.265,0.0562475,4,0.6528619848031175,0.20381586005590657
0.1808,0.213,0.2436,0.25235,0.257,0.26065,0.2623,0.27645,0.2876,0.03696386,4,0.650098363841872,0.046008365157301404
0.152375,0.1925,0.22865,0.19875,0.2018,0.20845,0.25871667,0.2183,0.2386,0.06169209,4,0.6484573367165049,-0.04045042367069653
0.1366,0.1692,0.2002,0.2593,0.2669,0.2813,0.2294,0.3361,0.3506,0.06797018,4,0.6416819380020261,0.20896551724137932
0.17615,0.2223,0.24355,0.2763,0.29495,0.3172,0.3148,0.25715,0.2787,0.12760812,4,0.6353411913438806,-0.06082561078348782
0.1321,0.1846,0.2286,0.25485,0.27345,0.28655,0.2726,0.28035,0.2983,0.087789305,4,0.6347749163110764,0.04501664039236294
0.1824,0.22873333,0.2814,0.3139,0.3166,0.3231,0.3196,0.29575,0.3774,0.06356072,4,0.634286919691211,0.0829268292682927
0.11688333,0.14465,0.171,0.22415,0.2288,0.23715,0.1933,0.260325,0.2719,0.06121326,4,0.6297179742971135,0.16895958727429058
0.157,0.2019,0.25113332,0.2653,0.2703,0.2786,0.2836,0.3076,0.35133332,0.060715646,4,0.6296265782828935,0.1066778476832811
0.159,0.188,0.2288,0.26102,0.2673,0.2646,0.2652,0.2846,0.31715,0.07368419,4,0.6266225918052887,0.08920752125010734
0.2891,0.2916,0.3026,0.28275,0.2911,0.2969,0.3127,0.28985,0.3574,0.016414769,4,0.6247966017627783,0.06670646172213106
0.1344,0.188,0.2418,0.2644,0.2689,0.2688,0.2566,0.2662,0.294,0.02969502,4,0.6239735969411386,0.06792589901925171
0.5386,0.5526,0.5742,0.52215,0.50665,0.4691,0.5494,0.2943,0.71625,-0.022071915,4,0.6236622866605916,0.13182949472603014
0.1629,0.2058,0.2513,0.28865,0.29145,0.2992,0.2794,0.30295,0.34715,0.052948907,4,0.6193943257667253,0.10813183305402607
0.2015,0.2475,0.2943,0.385,0.38695,0.39625,0.3542,0.32895,0.38335,0.09236702,4,0.6145990282387851,0.03952274422073081
0.19855,0.2351,0.2736,0.29305,0.29315,0.300225,0.29605,0.28285,0.3365,0.039410163,4,0.6096930164120185,0.0639475140305115
0.1866,0.2152,0.2557,0.27685,0.2771,0.28015,0.2672,0.3221,0.29945,0.021992736,4,0.6080531120592846,0.05691343863054796
0.1382,0.1853,0.2195,0.22815,0.23095,0.23955,0.2444,0.25885,0.297,0.05367534,4,0.6042572839460034,0.09715552271887695
0.15233333,0.1736,0.19312,0.21045,0.21375,0.2178,0.2087,0.231175,0.2548,0.038773578,4,0.6003288083245975,0.09946062567421797
0.1373,0.1546,0.2023,0.2213,0.2197,0.21525,0.224,0.2423,0.2224,0.05090314,4,0.5973101249394606,-0.003584229390681044
0.1614,0.20626667,0.2458,0.2482,0.2544,0.2609,0.2897,0.30655,0.3315,0.08197945,4,0.5939039845875967,0.0672891178364456
0.1446,0.18358333,0.2222,0.237125,0.24385,0.2518,0.2639,0.25745,0.2967,0.08578482,4,0.5916538009180424,0.05850874063503388
0.143125,0.17845,0.22046667,0.2563,0.25895,0.2677,0.248,0.28185,0.3376,0.05877328,4,0.5898217151104101,0.15300546448087435
0.0851,0.0962,0.1016,0.14745,0.1505,0.1549,0.1096,0.1766,0.1662,0.037878793,4,0.5897470792945242,0.20522117476432192
0.166,0.205,0.2428,0.30845,0.3173,0.3271,0.282,0.32645,0.3685,0.07469514,4,0.5880684087502437,0.1329746348962337
0.1875,0.2207,0.2432,0.2591,0.2613,0.2642,0.2554,0.2744,0.3075,0.024468508,4,0.5780034164579518,0.0925564043346953
0.1193,0.1498,0.1902,0.2415,0.2465,0.25365,0.2174,0.29445,0.30805,0.066732086,4,0.5759839506485649,0.17251879341516793
0.17306666,0.2181,0.2636,0.2711,0.27366668,0.2794,0.2899,0.27565,0.312725,0.047515832,4,0.5740450664253343,0.037875959344534305
0.1275,0.15164,0.17622222,0.19230208,0.192825,0.19783637,0.19534285,0.2220143,0.2478,0.05145972,4,0.5731168389951631,0.11837525980617758
0.12,0.1516,0.1917,0.25045,0.2581,0.26805,0.2298,0.29825,0.31435,0.09039147,4,0.5694043766310427,0.1553799503813287
0.2404,0.2909,0.3334,0.3461,0.34395,0.3461,0.3514,0.36045,0.3851,0.026285013,4,0.5675619245460735,0.045756958587915834
0.17155,0.2023,0.22926667,0.2625,0.2614,0.2659,0.2542,0.33543333,0.3183,0.051571988,4,0.5659546900752706,0.11196506550218348
0.1605,0.2011,0.2534,0.2967,0.30145,0.31275,0.2827,0.37185,0.43395,0.05465399,4,0.5655407900574052,0.21105141980046047
0.0987,0.1199,0.1453,0.15485,0.1615,0.16975,0.1739,0.19285,0.22835,0.089598976,4,0.56534391044424,0.1353635798632691
0.1523,0.20046666,0.26026666,0.3396,0.3345,0.33885,0.29566666,0.36465,0.424375,0.06367671,4,0.5647001874224176,0.1787512405879404
0.1637,0.2042,0.24526666,0.26585,0.2682,0.2757,0.277,0.2689,0.3314,0.060760815,4,0.5624709763079473,0.08941485864562779
0.1519,0.1919,0.2365,0.2754,0.2947,0.30415,0.2813,0.35935,0.38815,0.08651992,4,0.5600934482001888,0.1596086339532452
0.1962,0.26233333,0.3562,0.38725,0.39915,0.40996668,0.4132,0.3967,0.438875,0.07408368,4,0.5597999870273317,0.03013232403250888
0.07125,0.0847,0.1011,0.1053,0.11745,0.12195,0.1154,0.22935,0.15195,0.06605083,4,0.5523395206004267,0.1367121750514307
0.1168,0.141,0.1641,0.17378333,0.17465,0.17995,0.1759,0.25085,0.22066666,0.034705855,4,0.5501567859008016,0.11288558649887509
0.1382,0.1736,0.2146,0.25485,0.26105,0.2719,0.2433,0.30045,0.32485,0.06267746,4,0.5495237559943601,0.1435360380181291
0.176,0.2264,0.27935,0.299075,0.30315,0.31173334,0.3225,0.33786666,0.38153332,0.071695566,4,0.5488297453045307,0.08385017913640792
0.3444,0.3756,0.4096,0.37115,0.3862,0.3703,0.4068,0.303,0.37045,-0.0034296764,4,0.5408463054486411,-0.04676744934062399
0.16246666,0.1965,0.22393334,0.2272,0.22825,0.23805,0.2438,0.26086,0.28468,0.04247433,4,0.538470843523526,0.07735392067817137
0.1169,0.14405,0.1692,0.19555,0.20101,0.21361667,0.19293334,0.24933334,0.28225,0.06553755,4,0.5378283190619123,0.18796252410701098
0.159,0.2006,0.2461,0.2616,0.27465,0.2867,0.2848,0.32415,0.3388,0.07289509,4,0.5346970850712703,0.08659397049390635
0.2194,0.2509,0.283,0.29395,0.30365,0.31555,0.2997,0.30965,0.367,0.028659688,4,0.5304727838591202,0.10094495275236233
0.1236,0.1612,0.1889,0.24215,0.2483,0.26,0.2314,0.32305,0.34105,0.10111826,4,0.5299272485640232,0.19154511311031536
0.1372,0.1865,0.2432,0.26385,0.2666,0.27555,0.2883,0.26265,0.30815,0.08485419,4,0.5243327534715807,0.033280241428451644
0.17425,0.22233333,0.27186668,0.284,0.2885,0.29626,0.30973333,0.3761,0.361775,0.065107726,4,0.5239320715451543,0.07749966407713817
0.094,0.11671667,0.1424,0.1977,0.201,0.21015,0.16403334,0.27325,0.256675,0.070597224,4,0.5223844198257174,0.22020400166062784
0.1948,0.2602,0.3106,0.3213,0.32855,0.33,0.3424,0.3437,0.4113,0.048698317,4,0.5218587098614601,0.0914156826323471
