B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,NDVI,NDBI,MNDWI,BSI,entropy,lc,random_split
0.0187,0.0256,0.0446,0.0361,0.0851,0.1896,0.2174,0.2433,0.2379,0.2527,0.1457,0.0851,0.7415891,-0.24035457,-0.5312664,-0.19325496,3.4646712616158406,0,0.9963824698282918
0.0247,0.0174,0.0384,0.0246,0.078,0.2694,0.3197,0.3123,0.3395,0.2537,0.1583,0.0781,0.8539626,-0.36400163,-0.6095577,-0.28638315,3.4646712616158406,0,0.9961458402970432
0.0237,0.0202,0.0442,0.0288,0.0806,0.2133,0.2715,0.3078,0.2973,0.2613,0.1565,0.0856,0.82887703,-0.31026888,-0.5595416,-0.27800506,3.447342582101842,0,0.9961295180521286
0.0502,0.060514286,0.080816664,0.0876,0.1107,0.1646,0.1904,0.21365,0.2077,0.21456666,0.1828,0.1399,0.41842324,-0.063764416,-0.38686225,-0.006912488,3.4646712616158406,0,0.9959781799194992
0.0326,0.0227,0.0354,0.0323,0.0599,0.1131,0.1307,0.15105,0.14965,0.2139,0.12955,0.08315,0.6476684,-0.0719914,-0.570779,-0.035458904,3.555646829064334,0,0.9957257157015724
0.045,0.1049,0.1317,0.128,0.1666,0.2509,0.2774,0.2898,0.3043,0.2822,0.1634,0.1186,0.3872666,-0.3012615,-0.10742122,-0.15056112,3.46467126161584,0,0.9956862649660292
0.057692856,0.057791665,0.07552,0.091425,0.1344,0.194325,0.21926667,0.2066,0.24875,0.25544,0.2107,0.1517,0.38646084,-0.0828164,-0.47229403,0.06660589,3.5773076784568323,0,0.9955918482304004
0.04985,0.0806,0.10155,0.1114,0.1337,0.19015,0.20946667,0.2243,0.22135,0.225275,0.159025,0.1174,0.33631217,-0.16385147,-0.2205699,-0.05992265,3.4646712616158406,0,0.9954510966159728
0.06405,0.1024,0.1322,0.1556,0.1783,0.2248,0.2492,0.2654,0.26645,0.2377,0.263,0.21166667,0.2608076,-0.0065161516,-0.33097166,0.064598195,3.4646712616158406,0,0.9953539896885164
0.048371427,0.04695,0.05745,0.06381111,0.08733334,0.12543334,0.140455,0.14834167,0.15525,0.1633,0.16552,0.13073333,0.39844194,0.03201671,-0.48468402,0.08016394,3.3780278640458468,0,0.9951914405387776
0.0234,0.026,0.0418,0.0414,0.0699,0.1271,0.1428,0.161,0.1778,0.2253,0.1503,0.0936,0.59090906,-0.083815925,-0.56481,0.012410874,3.5773076784568323,0,0.9951240307276162
0.066083334,0.09208,0.1144,0.13373333,0.13865,0.18676667,0.2145875,0.2275,0.22965,0.24506667,0.21865,0.16571666,0.2595737,-0.024537157,-0.31301606,0.04881714,3.5773076784568323,0,0.9949748776190864
0.0268,0.0301,0.0578,0.0453,0.104,0.2566,0.3137,0.354,0.3419,0.3175,0.1597,0.0875,0.77310294,-0.36323762,-0.46850577,-0.3040231,3.5686433386998333,0,0.9947842538978244
0.052633334,0.05204,0.06821667,0.075925,0.121114284,0.225725,0.259875,0.28448573,0.2836,0.3059,0.2087,0.14747778,0.57867515,-0.152143,-0.50731266,-0.083555765,3.4646712616158406,0,0.9947276263008852
0.06002857,0.080875,0.10333333,0.1302,0.155825,0.20503333,0.22796667,0.240525,0.2449,0.24543333,0.24403334,0.17958333,0.29759258,-0.0017725657,-0.4050475,0.07594996,3.4213495628308443,0,0.9946388202704878
0.0158,0.024266666,0.04695,0.0422,0.09935,0.2491,0.3096,0.3528,0.34666666,0.323025,0.1714,0.105225,0.78632915,-0.3383091,-0.5699565,-0.27674946,3.4646712616158406,0,0.9943634544446834
0.0412,0.0511,0.0701,0.08365,0.10795,0.16265,0.1814,0.1949,0.19705,0.192,0.20525,0.1551,0.3993897,0.020382773,-0.49082983,0.08020189,3.408353053195345,0,0.9940902041210404
0.0274,0.0637,0.0754,0.0762,0.0933,0.1559,0.1811,0.1856,0.1959,0.2033,0.122,0.0901,0.41787624,-0.23246302,-0.23606889,-0.11418993,3.5773076784568323,0,0.994041418665568
0.13435,0.1519,0.1796,0.2027,0.22565,0.2443,0.25145,0.2502,0.2582125,0.248,0.238125,0.1943,0.10487966,-0.040471476,-0.14010413,0.045941222,3.339038335139351,0,0.9939657134347258
0.045227274,0.043084417,0.06447273,0.06485,0.112475,0.19555,0.22355,0.23923333,0.240725,0.214725,0.185525,0.130525,0.57347214,-0.12950146,-0.4842135,-0.059964668,3.464671261615841,0,0.9939304179464328
