B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,NDVI,NDBI,MNDWI,BSI,entropy,lc,random_split
0.0216,0.0153,0.0284,0.0254,0.0798,0.1617,0.1938,0.1915,0.2034,0.2229,0.1397,0.0818,0.7657907,-0.18566017,-0.66210586,-0.11212692,3.5773076784568323,0,0.9585732168543736
0.04965,0.114,0.1397,0.1605,0.1365,0.21455,0.2521,0.25095,0.26665,0.27655,0.1949,0.151,0.2198323,-0.15545441,-0.16497314,-0.013257441,3.464671261615841,0,0.9583095478471088
0.05735,0.036,0.06495,0.0584,0.10225,0.1819,0.19835,0.25825,0.2119,0.2363,0.1546,0.12205,0.63113844,-0.1563438,-0.40833524,-0.16017742,3.4646712616158406,0,0.958260235820059
0.04057273,0.044844445,0.06424444,0.07212222,0.10457143,0.15969375,0.18493333,0.18932,0.2015,0.198625,0.18503334,0.13055,0.4482741,-0.042600885,-0.4845554,0.04679459,3.4646712616158406,0,0.9582570862512202
0.041116666,0.060557142,0.08011428,0.092,0.1267,0.21134166,0.2425,0.22605,0.2659,0.25254443,0.19618334,0.138775,0.4214746,-0.15087463,-0.42008707,0.002742204,3.4603390917373407,0,0.9582111104047824
0.0123,0.014,0.0232,0.0168,0.0496,0.1431,0.1767,0.1454,0.1868,0.2207,0.0694,0.0407,0.79284835,-0.45823577,-0.49892008,-0.29804564,3.4538408369195914,0,0.9580265348892206
0.0585625,0.05211,0.0725,0.08821667,0.1368625,0.20078,0.2207,0.22265,0.23996,0.250575,0.22785,0.1723,0.43244693,-0.025886567,-0.5172299,0.06991334,3.4646712616158406,0,0.957848584878326
0.01545,0.02235,0.04305,0.0396,0.0863,0.1943,0.22855,0.2289,0.25545,0.25245,0.1412,0.079,0.70502794,-0.2880373,-0.5327002,-0.16305982,3.4646712616158406,0,0.9576727666561232
0.0174,0.0238,0.0401,0.0318,0.068,0.199,0.2396,0.2668,0.2516,0.2487,0.0968,0.049,0.787006,-0.44431686,-0.41417092,-0.38645035,3.4646712616158406,0,0.957659623703879
0.029,0.0137,0.03775,0.037,0.0819,0.17695,0.2065,0.1778,0.21695,0.23825,0.15645,0.10125,0.6554935,-0.16202463,-0.61122555,0.0050656036,3.5773076784568323,0,0.9573708356887736
0.04237,0.05075,0.072875,0.0847,0.11873,0.19335,0.21963333,0.2158,0.2447,0.23032,0.151275,0.11536667,0.43627286,-0.23593663,-0.34976575,-0.060842752,3.4538408369195914,0,0.957169122102308
0.09035,0.09555,0.1275,0.1551,0.19555,0.2327,0.25045,0.2455,0.26435,0.2673,0.3058,0.25005,0.2256615,0.07270016,-0.41149318,0.14944822,3.46467126161584,0,0.9565556271067416
0.02755,0.0266,0.04755,0.0415,0.08135,0.2193,0.26165,0.28565,0.2691,0.25305,0.13215,0.0729,0.7462938,-0.34130844,-0.47078463,-0.28524393,3.4646712616158406,0,0.9565351626558412
0.051375,0.07695,0.101166666,0.104575,0.12685,0.1977,0.23415,0.23503333,0.25165,0.244925,0.1781,0.1288,0.3841435,-0.171146,-0.27548343,-0.049285993,3.4646712616158406,0,0.956469757515474
0.0395,0.04365,0.06145,0.0806,0.1177,0.1578,0.18655,0.1796,0.1996,0.23115,0.2097,0.14935,0.38047656,0.024676293,-0.54674536,0.13056178,3.449508667041092,0,0.9563352566499764
0.04103,0.036925,0.059716668,0.0598375,0.108225,0.2055,0.2396,0.2514,0.26803333,0.2723,0.14292,0.09185,0.61548656,-0.30444655,-0.41060355,-0.1742426,3.555646829064334,0,0.956272718068717
0.065775,0.1364,0.15315,0.1527,0.15525,0.2567,0.2917222,0.2834,0.30805,0.28225,0.2005,0.15646666,0.29970187,-0.21148364,-0.1338894,-0.08615782,3.5773076784568323,0,0.9560997617896638
0.0246,0.032,0.0516,0.0508,0.0952,0.1989,0.2317,0.2266,0.2529,0.2437,0.1226,0.0713,0.6337419,-0.34700403,-0.40757748,-0.19722225,3.4646712616158406,0,0.9559004233448636
0.0275,0.0315,0.0496,0.0452,0.0845,0.151,0.1851,0.2094,0.2072,0.221,0.1518,0.0886,0.6449332,-0.15431754,-0.5074479,-0.100251175,3.4646712616158406,0,0.9556399027488331
0.05146,0.081035,0.104786664,0.12095714,0.1348,0.18356875,0.20659167,0.2305,0.22305454,0.2139,0.212675,0.1651,0.31168196,-0.023821056,-0.33984682,0.034250267,3.4646712616158406,0,0.9555970585212724
0.03852,0.03855,0.06578,0.0498375,0.10576667,0.3041,0.3617,0.39706665,0.3894,0.3498,0.16226,0.08296,0.7769656,-0.41173914,-0.42308366,-0.3450892,3.4646712616158406,0,0.9555440568914008
0.02776875,0.0313,0.05059286,0.05268889,0.082675,0.1519,0.1716,0.18583333,0.1913,0.2072,0.1501,0.0927,0.5582056,-0.12067959,-0.49581802,-0.034159787,3.5686433386998333,0,0.9554907915385902
0.059025,0.075425,0.1043,0.1194,0.1538,0.2208,0.24383333,0.2464,0.2627,0.24675,0.15365,0.1152,0.34718424,-0.26191905,-0.19131614,-0.08199201,3.5773076784568323,0,0.9553203358970912
0.0148,0.0201,0.0381,0.0275,0.0758,0.2384,0.3005,0.3362,0.3276,0.3145,0.1288,0.0552,0.84877646,-0.43558282,-0.5434392,-0.39016774,3.5339859796718365,0,0.9552125668469172
0.068125,0.0862275,0.099866666,0.12704,0.17691667,0.220475,0.24146667,0.24785,0.26584166,0.297665,0.201125,0.16615,0.32225454,-0.13858949,-0.33641574,-0.0089280065,3.4646712616158406,0,0.9551839905101772
0.0619,0.04345,0.07755,0.0718,0.146,0.22885,0.26025,0.30075,0.2837,0.2566,0.2524,0.19335,0.6145484,-0.05838459,-0.5299288,-0.029922169,3.5773076784568323,0,0.9548820184276524
0.0419,0.0458,0.0606,0.0865,0.1144,0.15745,0.1727,0.1796,0.188775,0.19775,0.1859,0.138325,0.34986848,-0.0076733176,-0.5083164,0.094415426,3.4646712616158406,0,0.9544190756609884
0.0353,0.0279,0.0496,0.0422,0.0972,0.1721,0.1912,0.2177,0.2311,0.2124,0.1818,0.1286,0.6752597,-0.119399376,-0.5713051,-0.045996618,3.4646712616158406,0,0.9542627673372304
0.02975,0.04112222,0.052625,0.052291665,0.08405,0.1889,0.2285,0.23724,0.24906667,0.22733334,0.15378334,0.0917,0.63878447,-0.23652309,-0.49008843,-0.14921896,3.347702674896349,0,0.9541523177336996
0.05037895,0.042452633,0.066385716,0.07411818,0.10626,0.16811667,0.19206667,0.20333333,0.214525,0.22650833,0.18496667,0.13845,0.46572155,-0.07398985,-0.47177175,0.026341163,3.5773076784568323,0,0.9540508756873272
0.06545,0.07326667,0.098733336,0.11925,0.140375,0.18615,0.20603333,0.2125,0.21855,0.23575,0.20925,0.157525,0.28108516,-0.021739116,-0.35883975,0.06956804,3.464671261615841,0,0.9540345942872352
0.0229,0.0272,0.0383,0.0448,0.0764,0.1305,0.1522,0.1464,0.1723,0.1815,0.1592,0.1035,0.5313808,-0.03951734,-0.6121519,0.08050845,3.4473425821018417,0,0.9537840734388284
0.07995,0.02165,0.03805,0.0348,0.07325,0.13895,0.1819,0.15415,0.1836,0.2429,0.15985,0.1088,0.63164854,-0.06915124,-0.61546236,0.050884083,3.5773076784568323,0,0.9536779826625104
0.049385715,0.060577776,0.087066665,0.0873,0.1454,0.28618333,0.33035,0.366,0.358075,0.33124,0.21222,0.1344,0.6148246,-0.2557536,-0.4181721,-0.17498714,3.4473425821018417,0,0.9535340677139073
0.056675,0.06455,0.08425333,0.087695,0.12712727,0.21805,0.2493,0.27113333,0.26402223,0.28438,0.1699,0.1246,0.51121473,-0.21691036,-0.33698818,-0.13162175,3.4646712616158406,0,0.953508272958554
0.0177,0.0235,0.0408,0.0379,0.0779,0.1614,0.1916,0.2332,0.2113,0.2177,0.1536,0.0991,0.72039837,-0.15812549,-0.5802469,-0.14547075,3.555646829064334,0,0.953425213839016
0.09798461,0.11151667,0.14272727,0.15016922,0.19996667,0.23597857,0.25536665,0.2558,0.2629143,0.26165,0.25590768,0.22467,0.26019406,-0.013504854,-0.28391993,0.050117083,3.456006921858841,0,0.9534058308158824
0.09584445,0.1151125,0.13895,0.1462875,0.1629,0.20655,0.2204,0.23642,0.236725,0.25411665,0.2501,0.18853334,0.23551276,0.027473906,-0.28569588,0.05997297,3.4646712616158406,0,0.9532037818961908
0.044763636,0.052625,0.0731125,0.09203077,0.111428574,0.146,0.16088,0.177725,0.17411818,0.1909,0.20486,0.157725,0.3176734,0.08111767,-0.47395873,0.12620565,3.4646712616158406,0,0.953172154505019
0.0345,0.0313,0.0558,0.0411,0.10372857,0.26013333,0.32671666,0.365275,0.345425,0.29463333,0.18633333,0.099,0.79772377,-0.29918042,-0.5390969,-0.27105674,3.4646712616158406,0,0.9530838592507972
0.0516875,0.0532,0.07316667,0.09121667,0.124066666,0.17106667,0.19026667,0.1925,0.20603333,0.214875,0.22365,0.17655,0.3569876,0.04099917,-0.50699085,0.12338705,3.386692203802847,0,0.9528538161735532
0.04675,0.08075,0.0981,0.1174,0.12175,0.1795,0.2079,0.19045,0.221,0.23575,0.19105,0.1467,0.23729089,-0.072685376,-0.32145944,0.064262904,3.4646712616158406,0,0.9528322317944024
0.026784,0.023481198,0.044931818,0.0371,0.07383,0.17272143,0.205375,0.2600375,0.221075,0.2202,0.15405,0.099083334,0.75028396,-0.17867379,-0.54838264,-0.19459619,3.4646712616158406,0,0.9527852555799928
0.0806,0.0724,0.09625,0.1212,0.16055,0.22205,0.2401,0.26185,0.25745,0.24725,0.2532,0.20425,0.36718443,-0.008322764,-0.44913435,0.056657016,3.4646712616158406,0,0.9526172062851084
0.03445,0.03875,0.062,0.05705,0.1217,0.2519,0.29465,0.33045,0.32705,0.371,0.18065,0.1052,0.7055484,-0.28835928,-0.48897588,-0.21667491,3.46467126161584,0,0.9524667049554252
0.05715,0.068116665,0.08778,0.09926666,0.1279,0.1885,0.219,0.2649,0.237375,0.24378,0.1596,0.116925,0.45482838,-0.19591914,-0.2903226,-0.12527806,3.4646712616158406,0,0.952226544789184
0.024,0.0424,0.06,0.0688,0.0969,0.1702,0.1908,0.2016,0.2201,0.251,0.1516,0.0918,0.49112424,-0.1842884,-0.43289226,-0.050818246,3.4646712616158406,0,0.952215758061194
0.040745456,0.0408875,0.0613,0.061925,0.11093333,0.2082,0.2391,0.25095,0.2545,0.2513,0.18445,0.119775,0.604155,-0.15958537,-0.501119,-0.08446944,3.4646712616158406,0,0.9522005981127608
0.0304,0.0367,0.0559,0.0585,0.09855,0.196,0.23245,0.26155,0.25245,0.2452,0.16775,0.1031,0.63443214,-0.20157066,-0.50011176,-0.13727361,3.559978998942833,0,0.9520802770475832
0.0751,0.0816,0.0964,0.1028,0.1272,0.1747,0.1896,0.2028,0.2127,0.2985,0.1348,0.1054,0.32722515,-0.22417264,-0.16608997,-0.08965519,3.5686433386998333,0,0.9520274542745506
0.0369,0.04234,0.058241665,0.062533334,0.097658336,0.1593,0.18263334,0.19885,0.2028,0.19995,0.1847,0.12495,0.52152014,-0.046709698,-0.5205296,0.012373132,3.5773076784568323,0,0.9519545748905056
0.021192309,0.033033334,0.04871818,0.04488,0.08752222,0.2086,0.24790908,0.2633857,0.26795715,0.2602625,0.14698182,0.08432,0.7088226,-0.29154968,-0.50211364,-0.21413337,3.4646712616158406,0,0.9519180326847742
0.0237,0.0483,0.0704,0.0768,0.1185,0.2908,0.3411,0.3501,0.3611,0.334,0.1776,0.0919,0.64019674,-0.34063485,-0.43225807,-0.22058825,3.46467126161584,0,0.9518571425626264
0.0206,0.0154,0.0304,0.0265,0.0653,0.2014,0.2477,0.235,0.2774,0.2848,0.1412,0.0689,0.7973231,-0.32537025,-0.64568764,-0.19779955,3.464671261615841,0,0.951818607162128
0.0316,0.04,0.0632,0.07125,0.10665,0.23645,0.27195,0.3117,0.2965,0.28955,0.1651,0.0944,0.62788874,-0.28466207,-0.44634253,-0.19615678,3.5773076784568323,0,0.9518092467234284
0.042,0.034366667,0.04935,0.05415,0.09314286,0.1672,0.1944125,0.2046,0.21795,0.1996,0.16725,0.1098,0.5814493,-0.13161992,-0.54432136,-0.03815799,3.464671261615841,0,0.9516791289375722
0.080675,0.0923,0.1171,0.1336,0.15785,0.20885,0.23446667,0.23205,0.2527,0.26755,0.18425,0.14345,0.26924655,-0.15665409,-0.2228306,-0.010121467,3.559978998942833,0,0.9515076614684564
0.061133333,0.07575,0.09978333,0.12325,0.15706667,0.2107875,0.23771666,0.26253334,0.257625,0.25647917,0.26376668,0.186475,0.36104032,0.011779364,-0.4510613,0.067190595,3.4646712616158406,0,0.951472849353198
0.06533334,0.0419,0.0612,0.0631,0.0886,0.1618,0.1815,0.1688,0.1939,0.2493,0.1453,0.107,0.45579988,-0.14327832,-0.40726393,-0.0054879365,3.4646712616158406,0,0.951317055009536
0.0192,0.0272,0.0443,0.0386,0.076,0.19,0.2235,0.2308,0.2447,0.2618,0.1193,0.0589,0.71343726,-0.3445055,-0.4584352,-0.24068286,3.5773076784568323,0,0.9507802520426044
0.057025,0.06524444,0.07953333,0.1043,0.12676667,0.16545,0.18455,0.1927,0.20825,0.2272,0.1976875,0.158225,0.2976431,-0.026020002,-0.42620957,0.07865789,3.4646712616158406,0,0.9507764688525822
0.0163,0.0209,0.0406,0.033,0.0755,0.1993,0.2385,0.2666,0.2589,0.2542,0.1195,0.0641,0.7797063,-0.3683932,-0.49281695,-0.30681822,3.46467126161584,0,0.9507111000913014
0.058470372,0.074179165,0.0898,0.10565333,0.13613,0.18235454,0.19744286,0.19075,0.21314,0.21342,0.2117,0.16173333,0.28709754,-0.0033894845,-0.40431178,0.09003219,3.5773076784568323,0,0.9507035398556574
0.015,0.0202,0.0322,0.0323,0.0674,0.1741,0.2057,0.1794,0.239,0.2109,0.1417,0.0796,0.6948512,-0.2555818,-0.6296722,-0.068522476,3.46467126161584,0,0.9506656677611114
0.02665,0.0362,0.0584,0.058,0.1099,0.2432,0.2896,0.2654,0.3098,0.28995,0.18635,0.09855,0.64131105,-0.24881588,-0.52277833,-0.10486307,3.4646712616158406,0,0.9506311218214332
0.053016666,0.068875,0.088533334,0.11106667,0.1447,0.2062,0.23135,0.247,0.25105,0.259,0.22325,0.16035,0.37963134,-0.05861268,-0.43208423,0.028363448,3.5686433386998333,0,0.9504321710507
0.034,0.0267,0.0449,0.0384,0.0796,0.2045,0.2435,0.2522,0.2611,0.272,0.1502,0.0792,0.7357192,-0.26963288,-0.5397232,-0.1931551,3.4473425821018417,0,0.9504146727696072
0.0522,0.05745,0.08765,0.0778,0.1331,0.2473,0.2741,0.2798,0.2956,0.30014,0.20095,0.1215,0.564877,-0.19061525,-0.3925849,-0.09496754,3.4646712616158406,0,0.950281470780189
0.0974,0.108,0.1516,0.1786,0.2518,0.2804,0.2943,0.2867,0.2991,0.2688,0.2984,0.2822,0.23232326,-0.0011715429,-0.32622224,0.09441321,3.4646712616158406,0,0.9501904110331514
0.021,0.03,0.044,0.0511,0.0826,0.1876,0.2332,0.2049,0.2369,0.2386,0.1271,0.0661,0.60078126,-0.30164835,-0.4856809,-0.13725488,3.4538408369195914,0,0.9500107402177336
0.0162,0.0218,0.0338,0.0333,0.0676,0.1472,0.1729,0.1826,0.1897,0.2008,0.1126,0.0651,0.69152385,-0.25504467,-0.5382514,-0.16699973,3.464671261615841,0,0.9498792307473424
0.072,0.06835,0.08445,0.0913,0.1303,0.2356,0.2651,0.3005,0.27925,0.26705,0.20625,0.14125,0.53394586,-0.15036045,-0.41898865,-0.1069928,3.4170173929523444,0,0.9496737060230352
0.0612,0.0966,0.1233,0.13985,0.14325,0.2245,0.25635,0.29495,0.269,0.2547,0.2136,0.16755,0.35671574,-0.114794865,-0.26803204,-0.051140953,3.4646712616158406,0,0.9495535732389304
0.05606,0.0687,0.0963,0.114703335,0.14993334,0.21683334,0.24075,0.237,0.2581,0.255,0.2316,0.17635,0.3477268,-0.054114766,-0.41262582,0.06227473,3.4646712616158406,0,0.949488377080012
0.07395946,0.07467931,0.09046818,0.10503333,0.11378235,0.18243846,0.20619091,0.23043333,0.23088333,0.28554165,0.1968,0.1419,0.37380764,-0.07969293,-0.37014824,-0.0054029743,3.4170173929523444,0,0.9494411648125078
0.0139,0.0225,0.0376,0.0354,0.0656,0.1587,0.2149,0.2288,0.2385,0.2787,0.1209,0.0695,0.7320212,-0.32721204,-0.52555203,-0.23307164,3.4646712616158406,0,0.9492696351415054
0.0179,0.0178,0.0309,0.0241,0.0608,0.1676,0.2031,0.1858,0.2143,0.2169,0.1277,0.0712,0.77036685,-0.2532164,-0.6103405,-0.14575127,3.3953565435598465,0,0.9491879007576356
0.048,0.0858,0.1256,0.1331,0.1215,0.2188,0.2317,0.2675,0.2525,0.3238,0.1824,0.1295,0.33549675,-0.16118647,-0.18441561,-0.056519147,3.4646712616158406,0,0.94901497830013
0.0228,0.0213,0.0364,0.036,0.0688,0.1521,0.177,0.1766,0.2033,0.2128,0.1294,0.0796,0.6613358,-0.22212203,-0.5609168,-0.089457735,3.4646712616158406,0,0.9489561639072792
0.0263,0.0259,0.0457,0.04375,0.09985,0.1978,0.2337,0.2437,0.25625,0.22615,0.163,0.09915,0.69559926,-0.22242098,-0.5620508,-0.1319408,3.5773076784568323,0,0.9486776529873197
0.041033335,0.03345714,0.051757142,0.052976925,0.1106,0.1822,0.20846666,0.22896667,0.22906,0.21346,0.19023333,0.13811667,0.62420195,-0.092600234,-0.5722382,-0.037998922,3.464671261615841,0,0.9483349720726842
0.08075,0.0578,0.094,0.1108,0.156,0.2105,0.2345,0.2688,0.24805,0.2327,0.2217,0.18235,0.4162276,-0.05609368,-0.40449795,0.008951611,3.566477253760583,0,0.9482956024523864
0.04828421,0.04168,0.06371429,0.0596,0.12734546,0.25063333,0.2971,0.2976,0.31205,0.26189286,0.22236666,0.15686667,0.6662934,-0.16781542,-0.5545716,-0.09225537,3.5773076784568323,0,0.9481864159405732
0.0348,0.0389,0.0586,0.0644,0.0944,0.1572,0.1767,0.1902,0.1954,0.2349,0.1752,0.1277,0.49410838,-0.054506205,-0.49871686,0.022402395,3.4646712616158406,0,0.9478587014775752
0.054319445,0.0796,0.09895,0.12314286,0.13609166,0.2016,0.227925,0.2552,0.256475,0.24736667,0.26025,0.19026667,0.34904093,0.0073056277,-0.44905347,0.067659914,3.555646829064334,0,0.9478259404113594
0.058448277,0.05074231,0.0646,0.076126315,0.12743846,0.17343846,0.18905714,0.22017273,0.20849375,0.20611875,0.20095833,0.15041667,0.48615214,-0.018403687,-0.51347786,0.011258398,3.447342582101842,0,0.947766174596795
0.03706,0.0486,0.07656,0.07214,0.1143,0.215,0.24436,0.2894,0.2652375,0.23825,0.176275,0.13055,0.6009294,-0.20149487,-0.39438766,-0.15276726,3.5773076784568323,0,0.9477589404675336
0.02164,0.02755,0.0429,0.0318,0.0762,0.1884,0.2254,0.2231,0.2498,0.23205,0.11155,0.0672,0.75049037,-0.38259304,-0.44448042,-0.27233502,3.4646712616158406,0,0.9477502945671256
0.0219,0.026,0.0425,0.0425,0.0827,0.17,0.1985,0.207,0.2201,0.2246,0.1441,0.0905,0.6593186,-0.20867656,-0.54448014,-0.110581525,3.46467126161584,0,0.9475864298084256
0.0241,0.0406,0.0709,0.0614,0.1191,0.288,0.3395,0.3387,0.3714,0.3805,0.1657,0.0871,0.6930767,-0.38298267,-0.40067625,-0.25098944,3.4646712616158406,0,0.9473075203975998
0.035388235,0.0417,0.060683332,0.052983332,0.096,0.2139,0.2515,0.27165,0.2753857,0.25573334,0.1549,0.0948,0.67358047,-0.28001326,-0.43703133,-0.20234059,3.447342582101842,0,0.9472963929684628
0.0161,0.0242,0.0354,0.0332,0.0674,0.1617,0.1921,0.1958,0.215,0.2071,0.1154,0.0682,0.71004367,-0.3014528,-0.530504,-0.19370593,3.5773076784568323,0,0.9470324966505692
0.04715,0.0672,0.0897,0.10915,0.14445,0.2127,0.2442,0.29255,0.26995,0.264,0.24005,0.1772,0.45655963,-0.05862745,-0.45595148,-0.014881152,3.4646712616158406,0,0.9470074015160136
0.026,0.0297,0.0488,0.0428,0.0915,0.1882,0.2141,0.2403,0.2354,0.246,0.1587,0.0883,0.6976333,-0.19462065,-0.5296386,-0.145281,3.46467126161584,0,0.9469750641059989
0.0233,0.0353,0.0574,0.0456,0.1055,0.2704,0.3263,0.3408,0.3504,0.3046,0.1422,0.0702,0.76397514,-0.4226553,-0.4248497,-0.33392444,3.46467126161584,0,0.9468997660373708
0.11078,0.07963333,0.104,0.1144,0.1487,0.2147,0.2458,0.2396,0.2553,0.3284,0.1734,0.1454,0.35367233,-0.19104266,-0.25018024,-0.051781897,3.464671261615841,0,0.9468882589644334
0.0132,0.0271,0.0437,0.0353,0.0832,0.2195,0.2653,0.2872,0.2931,0.2777,0.1644,0.0884,0.78108525,-0.28131148,-0.58000964,-0.22295721,3.4646712616158406,0,0.9465954773313566
0.024633333,0.0375,0.0566,0.0586,0.0952,0.2146,0.26085,0.2747,0.29005,0.2799,0.17871112,0.09412857,0.64836484,-0.23751731,-0.5189347,-0.13628273,3.4646712616158406,0,0.9462460688278816
0.0216,0.0424,0.0603,0.0638,0.1,0.1491,0.1649,0.1846,0.1894,0.2093,0.1646,0.1145,0.4863124,-0.070056506,-0.46376166,0.0030742316,3.5686433386998333,0,0.9460864284419556
0.1006,0.1007,0.128,0.1262,0.1642,0.2317,0.2493,0.262,0.2641,0.3194,0.255,0.1949,0.34981966,-0.017530322,-0.33159265,0.024868945,3.460339091737341,0,0.9460628388526128
0.0151,0.021,0.0415,0.0265,0.0738,0.2348,0.2779,0.2954,0.3037,0.3197,0.1553,0.0753,0.8353526,-0.32331154,-0.5782521,-0.2701726,3.5686433386998333,0,0.9460263698151098
0.052166667,0.056571428,0.076683335,0.08828333,0.12713334,0.18523334,0.209,0.2167,0.22325,0.230625,0.203175,0.15145,0.42106128,-0.047077466,-0.4519846,0.032204594,3.559978998942833,0,0.946010790951001
0.0207,0.0367,0.0642,0.0498,0.1089,0.3408,0.4161,0.4603,0.4494,0.3878,0.1737,0.0873,0.8047442,-0.4424651,-0.46027744,-0.37959749,3.464671261615841,0,0.9459203230703253
0.02555,0.0335,0.0593,0.06095,0.10135,0.21435,0.2461,0.3056,0.27325,0.27505,0.1786,0.0943,0.66743964,-0.2094722,-0.5014712,-0.17203835,3.4646712616158406,0,0.9456393598757556
0.035,0.03965,0.0588,0.06035,0.099,0.16545,0.1953,0.2138,0.2104,0.2414,0.1809,0.11035,0.55973005,-0.07538975,-0.5093867,-0.024661422,3.5773076784568323,0,0.9453707724881446
0.0135,0.0172,0.0349,0.0203,0.068,0.2253,0.2752,0.2978,0.3044,0.3055,0.1139,0.0495,0.8723672,-0.45541477,-0.530914,-0.40249333,3.464671261615841,0,0.9449751949067724
0.06587667,0.07257273,0.103125,0.131325,0.1628,0.20511666,0.22025,0.2292,0.2536,0.24588,0.23278333,0.18823333,0.27147907,-0.042798895,-0.3859932,0.093613714,3.46467126161584,0,0.9445913538005576
0.0959,0.1086,0.1366,0.1542,0.1612,0.1814,0.1957,0.203,0.1958,0.2084,0.1928,0.1628,0.13661812,-0.007720036,-0.17061323,0.053750396,3.3953565435598465,0,0.9445197050653992
0.021361904,0.024959091,0.043966666,0.040666666,0.08018571,0.18341666,0.2218,0.24928,0.239525,0.25064167,0.134925,0.078833334,0.7194887,-0.27934307,-0.5084548,-0.219299,3.408353053195346,0,0.944501317377992
0.029825,0.03798889,0.055533335,0.06105,0.0871,0.157775,0.182125,0.19805,0.20858,0.213425,0.1697,0.11595,0.5287534,-0.10278102,-0.5068817,-0.011330388,3.499328620643838,0,0.9444865868387312
0.0397,0.053,0.07985,0.08775,0.1257,0.2479,0.28375,0.3051,0.3071,0.2882,0.17385,0.101,0.55326456,-0.27705583,-0.37051633,-0.1557205,3.4646712616158406,0,0.9444160582502112
0.05415,0.0541,0.0822,0.09185,0.1501,0.23785,0.274,0.2804,0.29355,0.2983,0.2382,0.1662,0.50651443,-0.1040903,-0.4868914,-0.0066962843,3.445176497162592,0,0.9443189208890378
0.10455,0.1053,0.1371,0.14,0.1964,0.2431,0.25925,0.2742,0.27905,0.29175,0.3037,0.25125,0.32399806,0.042299457,-0.3779492,0.07798835,3.4430104122233423,0,0.9441852519408525
0.0844,0.02795,0.06925,0.0497,0.1485,0.2619,0.2966,0.363,0.32615,0.26625,0.21075,0.1569,0.7591471,-0.21493761,-0.50535715,-0.20033774,3.456006921858841,0,0.9440381107246012
0.03657,0.04975,0.0673,0.09261667,0.10345,0.1348,0.152025,0.17375,0.16936667,0.19165,0.1878,0.1446,0.30459264,0.05160989,-0.4723638,0.11294859,3.4646712616158406,0,0.9440227799043706
0.024868421,0.0151675,0.02912,0.02936,0.0683,0.1552,0.1810889,0.152775,0.20096667,0.20679,0.1514,0.09554,0.6776018,-0.14066787,-0.67737645,0.03675768,3.4646712616158406,0,0.9440208272631858
0.05660909,0.05048788,0.0682,0.08001429,0.10783,0.1547,0.17323333,0.18121,0.18905714,0.21335295,0.16628,0.1266,0.38739014,-0.06410008,-0.41828728,0.030536931,3.5773076784568323,0,0.9439733115696828
0.017,0.032,0.0494,0.042,0.0847,0.2121,0.2627,0.2695,0.2791,0.2786,0.1425,0.0737,0.7303371,-0.32400382,-0.4851485,-0.24074073,3.566477253760583,0,0.9438819723484854
0.045227274,0.0563875,0.0732,0.07596666,0.10756667,0.1665,0.186,0.1887,0.20125,0.214725,0.17346667,0.13038,0.42594463,-0.074144915,-0.40648648,0.008787955,3.4646712616158406,0,0.9438449523786616
0.0282,0.0277,0.0397,0.0408,0.1015,0.1962,0.2293,0.167,0.245,0.266,0.1801,0.107,0.6073147,-0.15266998,-0.6387625,0.06304139,3.4646712616158406,0,0.9437747555864782
0.0448,0.03985,0.05625,0.0658,0.0983,0.16215,0.1833,0.1899,0.20055,0.2169,0.19985,0.14235,0.48533434,-0.0017482813,-0.5607185,0.072466694,3.4646712616158406,0,0.9437068799568736
0.043090478,0.050309524,0.065935,0.073945,0.10436,0.16963685,0.19292222,0.19928,0.21653333,0.21420625,0.18098333,0.12717143,0.45872447,-0.089430206,-0.46593678,0.01058202,3.559978998942834,0,0.9436992557667192
0.025175,0.0213,0.039345454,0.02944,0.099842854,0.22501667,0.2665,0.2659,0.29095,0.27583334,0.16674286,0.107933335,0.80063653,-0.2713766,-0.618169,-0.188292,3.4646712616158406,0,0.9435768022988488
0.0567,0.0805,0.0954,0.1004,0.1217,0.2047,0.2641,0.2624,0.2849,0.3058,0.2042,0.1453,0.446527,-0.16499695,-0.36315086,-0.05915058,3.4646712616158406,0,0.9433723203425706
0.056694116,0.0648375,0.087675,0.0963,0.13450626,0.21843334,0.2416,0.2474,0.26358,0.2788143,0.18548,0.131,0.4396276,-0.17391884,-0.35805678,-0.05127375,3.5686433386998333,0,0.9432615732147248
0.0211,0.034,0.057233334,0.043533333,0.0875,0.2208,0.2726,0.30366668,0.286825,0.339,0.1561,0.081,0.749232,-0.29514024,-0.4634375,-0.2569018,3.460339091737341,0,0.9430775033568588
0.026,0.0237,0.0415,0.0336,0.0809,0.1929,0.2285,0.2416,0.2494,0.2523,0.145,0.0801,0.75581396,-0.2647059,-0.5549598,-0.19531429,3.5773076784568323,0,0.9428641328171772
0.05105,0.063675,0.0849,0.090725,0.13165,0.19855,0.224275,0.2325,0.2443,0.22685,0.178225,0.12955,0.43862635,-0.15638128,-0.35467932,-0.0481752,3.5773076784568323,0,0.9427058755037953
0.030328572,0.042466667,0.057325,0.0598,0.09815,0.19265,0.2269,0.2371,0.252,0.2566,0.16843334,0.10666667,0.59717077,-0.19876318,-0.49215606,-0.10108967,3.555646829064335,0,0.9424793521994864
