B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,NDVI,NDBI,MNDWI,BSI,entropy,lc,random_split,NDVI_Q1,NDVI_Q2,NDVI_Q3,NDVI_Q4,NDVI_amplitude,NDVI_greenup_rate,NDVI_winter_green
0.0149,0.0368,0.064,0.0597,0.107,0.2271,0.2708,0.2836,0.2916,0.2844,0.2007,0.1428,0.65219927,-0.18464349,-0.51643366,-0.10330579,3.453840836919592,0,0.9995087891102494,0.30263118389263294,0.4560249450043947,0.6597954053088605,0.3980730638111521,0.35716422141622756,0.15339376111176178,0.30263118389263294
0.064,0.05595,0.0848,0.092,0.09995,0.12605,0.14585,0.1789,0.1798,0.1807,0.1915,0.148,0.32078257,0.03151088,-0.38617444,0.093855485,3.5773076784568323,0,0.9994422472989776,0.11315263331278513,0.2109871190663869,0.3476391220667854,0.19086925313259814,0.23448648875400024,0.09783448575360176,0.11315263331278513
0.03615,0.03845,0.0542,0.0613,0.08995,0.1702,0.20035,0.2045,0.21905,0.2184,0.15685,0.098,0.53875095,-0.16546957,-0.48637763,-0.053784452,3.464671261615841,0,0.999440260266369,0.2649514633741937,0.40092097870350313,0.5469505876961062,0.3491718787822269,0.2819991243219125,0.13596951532930945,0.2649514633741937
0.04251346,0.08801379,0.11899615,0.1424,0.15789285,0.20112273,0.22488572,0.25962666,0.24404,0.20777813,0.25554,0.20127334,0.29158926,0.023019368,-0.3645679,0.06746363,3.5773076784568323,0,0.9990891848104804,0.15943210849173645,0.21749989965885017,0.35875420999243274,0.1931555513223518,0.1993221015006963,0.05806779116711372,0.15943210849173645
0.0312,0.0397,0.0738,0.0663,0.1106,0.2331,0.2716,0.2886,0.2934,0.2693,0.1835,0.1114,0.62637365,-0.2304466,-0.4263506,-0.13578965,3.4646712616158406,0,0.9990702788828256,0.22333708684038495,0.40884528157169014,0.6692672735741125,0.2862495139767023,0.4459301867337276,0.1855081947313052,0.22333708684038495
0.0379,0.06015,0.073133335,0.08295,0.1085,0.17758334,0.2066,0.22166666,0.22255,0.20953333,0.175125,0.13205,0.45538107,-0.11925568,-0.41082877,-0.043974858,3.4646712616158406,0,0.9990541449894008,0.16585609629413045,0.36155471803691214,0.44615523705848953,0.2895859081328537,0.2802991407643591,0.1956986217427817,0.16585609629413045
0.18226667,0.15473333,0.1768,0.1944,0.1768,0.20286667,0.22123334,0.2334,0.227675,0.27535,0.22825,0.20528,0.091164105,0.0012611528,-0.12702136,0.04257199,3.3953565435598465,0,0.998993305701375,0.04485905934501856,0.062812318339475,0.08162328198578792,0.024594080714877484,0.03676422264076935,0.017953258994456434,0.04485905934501856
0.033736844,0.036988236,0.064166665,0.056975,0.11952,0.23971666,0.27976,0.29933333,0.3029625,0.31737,0.178,0.11513636,0.6801927,-0.25981757,-0.47006196,-0.17739747,3.4646712616158406,0,0.9988152513203532,0.29659943722969256,0.4564108111435283,0.6942836015845606,0.365463757756539,0.39768416435486803,0.15981137391383576,0.29659943722969256
0.0448,0.0815,0.10585,0.10425,0.1226,0.2298,0.27785,0.3168,0.3017,0.30685,0.18995,0.1309,0.5048094,-0.22729583,-0.2843137,-0.15032491,3.4646712616158406,0,0.9988036008537868,0.22666019527487133,0.3991262914306162,0.4796688245872294,0.29723143768879307,0.2530086293123581,0.17246609615574485,0.22666019527487133
0.0187,0.0236,0.0397,0.0336,0.0766,0.1895,0.227,0.2232,0.2512,0.261,0.1207,0.0578,0.7383178,-0.35090077,-0.50498754,-0.2306158,3.453840836919591,0,0.998778544441809,0.3066516921727926,0.5503590831478846,0.7733064491959746,0.4553198132709004,0.466654757023182,0.24370739097509203,0.3066516921727926
0.0173,0.0263,0.0407,0.0354,0.0701,0.179,0.2271,0.2312,0.2435,0.2403,0.1498,0.079,0.7344336,-0.23824051,-0.5727034,-0.163316,3.464671261615841,0,0.9987651850350976,0.35687705924588486,0.49085593224156265,0.7452816156553075,0.3914381216913953,0.3884045564094226,0.1339788729956778,0.35687705924588486
