B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,NDVI,NDBI,MNDWI,BSI,entropy,lc,random_split,NDVI_Q1,NDVI_Q2,NDVI_Q3,NDVI_Q4,NDVI_amplitude,NDVI_greenup_rate,NDVI_winter_green
0.02765,0.043242104,0.050066665,0.0548,0.08321667,0.1659625,0.1934,0.20508,0.2115,0.2389,0.142,0.0881,0.5782669,-0.19660537,-0.47865328,-0.11574824,3.4646712616158406,0,0.9894438868012514,0.2544809752535515,0.4104720390646496,0.5118084965318959,0.3180601778859137,0.25732752127834435,0.15599106381109806,0.2544809752535515
0.02518889,0.033,0.056333333,0.0485,0.102525,0.26285,0.32095,0.34626666,0.3474,0.302725,0.199575,0.10876667,0.7542852,-0.27025914,-0.5597382,-0.20912312,3.5773076784568323,0,0.9892927220089216,0.3011577502998623,0.5328207572780386,0.7476973803222372,0.4200542313118305,0.4465396300223749,0.23166300697817627,0.3011577502998623
0.05857,0.0584575,0.08227083,0.09552381,0.12945333,0.172575,0.19362,0.20538333,0.20958333,0.2144889,0.22925,0.19414286,0.36509442,0.044815812,-0.47181168,0.103519306,3.5491485742465847,0,0.9891669053799844,0.1302938725798955,0.2206605574319441,0.360374885014546,0.1790922793292506,0.2300810124346505,0.0903666848520486,0.1302938725798955
0.057114284,0.097392306,0.13112,0.14362778,0.15213333,0.231025,0.2635286,0.2929,0.27893335,0.283325,0.19027142,0.141575,0.34195355,-0.18896212,-0.18404794,-0.07787043,3.4646712616158406,0,0.9890942199260648,0.1262955289199516,0.1868740841289861,0.3371447617153094,0.229035926246112,0.21084923279535778,0.06057855520903449,0.1262955289199516
0.0699,0.0428,0.0643,0.0625,0.103,0.2076,0.2425,0.2445,0.2595,0.2887,0.1759,0.1196,0.5928339,-0.19200735,-0.4646128,-0.09301884,3.4646712616158406,0,0.9890363962390976,0.2816900773216129,0.4189935509680079,0.6353113282373181,0.3644018427499126,0.3536212509157052,0.137303473646395,0.2816900773216129
0.0882,0.08133333,0.10305833,0.11912222,0.1708875,0.21113333,0.22955,0.241925,0.23826666,0.2227375,0.1920225,0.15455,0.3401294,-0.107472286,-0.30149084,-0.019094499,3.46467126161584,0,0.9888945474330668,0.1573310020821169,0.246588068759797,0.3036554510447338,0.2064625218927435,0.1463244489626169,0.0892570666776801,0.1573310020821169
0.03345,0.0359625,0.0593625,0.0439625,0.1006,0.23744,0.2822,0.3168,0.3112,0.30006668,0.15286666,0.08154,0.7562801,-0.3411866,-0.4405811,-0.2837258,3.4646712616158406,0,0.98889321199932,0.361040605622033,0.5059377708987363,0.7315414228638616,0.3759865645379319,0.3705008172418286,0.14489716527670327,0.361040605622033
0.0101,0.0148,0.0372,0.0304,0.0716,0.2006,0.2417,0.2718,0.2576,0.2553,0.1579,0.0862,0.79880875,-0.23995186,-0.6186571,-0.20699094,3.5686433386998333,0,0.9886910606291724,0.3466463581099039,0.574108054048961,0.7204428760504199,0.5409495557585585,0.373796517940516,0.22746169593905713,0.3466463581099039
0.034,0.0311,0.0577,0.0611,0.0997,0.1891,0.2157,0.21375,0.24395,0.2662,0.2022,0.1468,0.5553939,-0.09357839,-0.55598307,0.03630816,3.4646712616158406,0,0.9883298349726342,0.2546834457323014,0.401496184889715,0.5409664000147758,0.3064081798753933,0.2862829542824744,0.1468127391574136,0.2546834457323014
0.0372,0.0904,0.1128,0.1123,0.12765,0.18325,0.20375,0.2728,0.2123,0.2187,0.1322,0.10745,0.41677487,-0.23251088,-0.079183675,-0.19532664,3.443010412223342,0,0.9882527595461704,0.2063164033190201,0.2353976662182186,0.4049055633762199,0.3116193046781687,0.19858916005719982,0.02908126289919849,0.2063164033190201
