B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,NDVI,entropy,lc,random_split
0.12935,0.1694,0.2084,0.2556,0.2715,0.28045,0.28795,0.3108,0.2973,0.27575,0.33335,0.31395,0.097457595,3.4516747519803417,4,0.2366256152466612
0.13325,0.1346,0.1618,0.1968,0.22485,0.22535,0.2288,0.2141,0.2289,0.2706,0.26705,0.2478,0.042102724,3.4603390917373407,4,0.2358789774222245
0.1854,0.1486,0.1842,0.2218,0.2906,0.2916,0.2981,0.2426,0.3007,0.3594,0.3668,0.3415,0.044788964,3.460339091737341,4,0.2320190394625735
0.1368,0.2399,0.26825,0.2956,0.29234,0.3046,0.31513333,0.362,0.3206,0.30265,0.333525,0.2965,0.100973226,3.460339091737341,4,0.2285928589656891
0.189,0.40095,0.4237,0.43133333,0.40343332,0.38625,0.3832,0.42426667,0.37073332,0.278775,0.46465,0.485675,-0.008259311,3.5773076784568323,4,0.2211823832784097
0.1346,0.12946667,0.1582,0.187,0.2282,0.23233333,0.2406,0.2106,0.2427,0.25235,0.2715,0.25275,0.059356127,3.460339091737341,4,0.2023672114151432
0.1857,0.1772,0.232,0.293,0.3711,0.3755,0.3862,0.3252,0.3926,0.4549,0.4779,0.4735,0.05208667,3.460339091737341,4,0.1772345059151538
0.1414,0.18726666,0.2437,0.2876,0.2856,0.2816,0.2915,0.315,0.292225,0.3068,0.34823334,0.343225,0.04546961,3.408353053195345,4,0.1649604418807616
0.117,0.1535,0.1932,0.2407,0.24826,0.2584,0.2682,0.2822,0.2707,0.2319,0.270275,0.25923333,0.07936508,3.5773076784568323,4,0.1543622492658235
0.14965,0.1986,0.2368,0.2688,0.2982,0.3121,0.3217,0.316,0.32553333,0.31332,0.3444,0.31146666,0.080711395,3.5773076784568323,4,0.1388228556629527
0.1558,0.1733,0.2079,0.2452,0.2635,0.2809,0.28555,0.2874,0.2963,0.3361,0.29955,0.28135,0.079233974,3.4516747519803417,4,0.1273571236361351
0.126,0.1226,0.1582,0.1994,0.2426,0.2575,0.2721,0.2438,0.2824,0.3046,0.3252,0.292,0.10018052,3.5773076784568323,4,0.1192137065136451
0.17665,0.1871,0.2337,0.2952,0.3228,0.32285,0.33055,0.3336,0.3332,0.37625,0.3939,0.37225,0.06106874,3.5426503194288346,4,0.0970660726629242
0.1547,0.1676,0.2076,0.246,0.2877,0.2951,0.303,0.283,0.3081,0.3246,0.3572,0.3222,0.069943264,3.505826875461588,4,0.0626449830465901
0.135,0.15264,0.18124,0.21642858,0.23285,0.23695,0.240675,0.24326667,0.24286667,0.24055,0.2711,0.26136667,0.058382362,3.5773076784568323,4,0.0538630951447524
0.1467,0.1821,0.2319,0.2923,0.303,0.30795,0.3163,0.3382,0.3228,0.30015,0.3633,0.33295,0.07279939,3.408353053195345,4,0.0437391615795056
0.13641,0.1497,0.18073334,0.2092,0.226925,0.2267,0.234775,0.233,0.236625,0.256025,0.28295,0.27165,0.053821802,3.5426503194288346,4,0.0326802019635914
0.1293,0.1748,0.236,0.2852,0.2872,0.2945,0.2972,0.316,0.3011,0.2991,0.3437,0.3248,0.051230896,3.4646712616158406,4,0.0107036546435284
0.17475,0.2029,0.2735,0.3124,0.34345,0.34365,0.3485,0.3506,0.345,0.39005,0.42565,0.4042,0.05761688,3.4646712616158406,4,0.0067354913564741
0.20765,0.1609,0.203625,0.2556,0.238,0.2612,0.27845,0.3274,0.2934,0.34553334,0.3392,0.3032,0.12315608,3.5773076784568323,4,0.789038639079437
0.166,0.175,0.2205,0.2789,0.32145,0.32845,0.33565,0.3288,0.34295,0.35965,0.4156,0.40625,0.08211288,3.447342582101842,4,0.7771164515406408
0.20758,0.20075,0.221,0.24473333,0.31948334,0.31915,0.31375,0.24446666,0.29754445,0.284225,0.32836667,0.3136,-0.0005451169,3.566477253760583,4,0.7727739108690298
0.1656,0.2342,0.2774,0.325,0.35405,0.3596,0.36875,0.3734,0.37795,0.3254,0.40355,0.35665,0.069301285,3.490664280886839,4,0.7508815636686401
0.13026667,0.0954,0.1106,0.1285,0.17605,0.18245,0.188975,0.1439,0.19295,0.25466,0.22865,0.2125,0.056534532,3.4646712616158406,4,0.7350122429358681
0.2113,0.2036,0.2432,0.2818,0.2877,0.2893,0.2903,0.31,0.285,0.2908,0.3048,0.2904,0.047651235,3.490664280886839,4,0.7257220093349578
0.136,0.1726,0.201,0.221,0.2298,0.24015,0.2484,0.2464,0.25135,0.25545,0.27665,0.24985,0.05434317,3.399688713438345,4,0.6796359064327738
0.14235,0.15806666,0.1942,0.2368,0.2448,0.24775,0.2573,0.2776,0.26046667,0.29245,0.323775,0.320625,0.07931569,3.5166573001578367,4,0.6792603229334712
0.1945,0.2364,0.3016,0.3796,0.3912,0.4032,0.4114,0.438,0.4172,0.442,0.492,0.4691,0.07142858,3.460339091737341,4,0.6725489702336733
0.1357,0.1061,0.1328,0.1724,0.22645,0.23185,0.2377,0.1993,0.24505,0.29905,0.32505,0.3053,0.072370216,3.5773076784568323,4,0.6536010261664802
0.1318,0.1672,0.2016,0.2144,0.26065,0.25355,0.26025,0.2391,0.27035,0.2644,0.29645,0.26865,0.054465275,3.4646712616158406,4,0.6481430986519238
0.1925,0.2661,0.28766668,0.3033,0.30185,0.30565,0.3048,0.2942,0.29825,0.261,0.27495,0.2484,-0.015230109,3.4646712616158406,4,0.6407772311476421
0.1731,0.151,0.1906,0.2364,0.2922,0.2976,0.3068,0.2756,0.3108,0.3683,0.3986,0.3767,0.07656249,3.5426503194288346,4,0.5720097593637465
0.1302,0.1382,0.1738,0.2092,0.2402,0.2446,0.2472,0.2406,0.2539,0.2818,0.3293,0.3301,0.069808826,3.4646712616158406,4,0.5685886127806032
0.1382,0.1432,0.1789,0.2235,0.2297,0.23425,0.2412,0.2521,0.2452,0.2678,0.28725,0.27255,0.060134552,3.5253216399148366,4,0.5578624354666918
0.14034,0.15213333,0.182,0.2182,0.2346,0.2429,0.2501,0.2564,0.2539,0.25175,0.267,0.2526,0.080488816,3.5773076784568323,4,0.5383776010117203
0.15195,0.204,0.2476,0.2884,0.2966,0.2989,0.30715,0.3214,0.3083,0.3113,0.35845,0.3273,0.054116093,3.490664280886839,4,0.538228087711553
0.2722,0.226,0.2622,0.2808,0.35376668,0.3526,0.35295,0.322,0.3462,0.3408,0.3598,0.3236,0.06834768,3.460339091737341,4,0.5134999519748653
0.1421,0.1771,0.2303,0.2862,0.29985,0.30135,0.3095,0.3236,0.31195,0.3159,0.3959,0.40255,0.061331596,3.460339091737341,4,0.4997919546130348
0.1522,0.1831,0.2228,0.2621,0.26985,0.2718,0.2752,0.2827,0.2722,0.2625,0.3235,0.31505,0.037812024,3.4646712616158406,4,0.497280876778805
0.1242,0.122,0.157,0.1996,0.2442,0.24726667,0.2596,0.2307,0.2575,0.3019,0.2925,0.2701,0.07227517,3.460339091737341,4,0.4925387627780152
0.1804,0.1648,0.1936,0.22873333,0.2371,0.24486,0.253225,0.2533,0.2589,0.29526,0.306,0.29246667,0.05096469,3.5773076784568323,4,0.4632103711185055
0.144,0.1498,0.1926,0.2388,0.2983,0.3029,0.3159,0.2842,0.3169,0.341,0.4047,0.3938,0.08680689,3.3650313544103483,4,0.4124043485541377
0.15005833,0.1323,0.16592,0.19434,0.21718572,0.23701428,0.24365,0.27868572,0.24980833,0.26555,0.28616,0.26855832,0.17831105,3.566477253760583,4,0.4076977953743264
0.1382,0.129,0.1555,0.1911,0.2399,0.24055,0.24815,0.2143,0.2476,0.2678,0.294,0.2791,0.05722744,3.460339091737341,4,0.4025458236988258
0.13395,0.1246,0.15713333,0.19506666,0.2534,0.2555,0.2628,0.22044,0.2618,0.3005,0.3387,0.3289,0.061066024,3.4646712616158406,4,0.3990758697176879
0.12295,0.1335,0.1656,0.1946,0.2206,0.24035,0.247,0.2411,0.24995,0.2583,0.28725,0.2693,0.106724806,3.520989470036337,4,0.385776325491818
0.1868,0.1716,0.2172,0.2762,0.3507,0.3537,0.3638,0.3124,0.3694,0.4573,0.4662,0.4621,0.061501898,3.456006921858841,4,0.3709377344842658
0.1591,0.108,0.1464,0.1846,0.2591,0.3128,0.3357,0.3776,0.3521,0.3654,0.3545,0.3087,0.34329423,3.516657300157837,4,0.3580493145371993
0.1145,0.15535,0.1933,0.2329,0.2253,0.22485,0.23166667,0.2598,0.2337625,0.2479,0.287125,0.2831,0.054597106,3.46467126161584,4,0.3497021030965977
0.2186,0.2388,0.2634,0.279,0.28,0.3015,0.3043,0.3344,0.305,0.3104,0.2858,0.2658,0.09031624,3.5166573001578367,4,0.3385621439619791
0.2025,0.24795,0.3154,0.3735,0.38255,0.3876,0.400575,0.4336,0.40315,0.426875,0.45943335,0.4329,0.07446416,3.566477253760583,4,0.3334688517696225
0.16585,0.1607,0.2024,0.2652,0.3145,0.31945,0.32495,0.3112,0.33265,0.34615,0.41655,0.39675,0.0798057,3.5686433386998333,4,0.3206400435385425
0.1687,0.1792,0.2248,0.2728,0.2884,0.2891,0.2923,0.3,0.2981,0.3444,0.3682,0.3523,0.047486056,3.3953565435598465,4,0.3077415950724235
0.15925,0.1783,0.232,0.2946,0.3301,0.33095,0.3387,0.3302,0.3405,0.35975,0.4061,0.3922,0.056978196,3.464671261615841,4,0.3008766362335466
0.13495,0.1474,0.1827,0.22305,0.25835,0.2608125,0.26871,0.2504,0.27385,0.296825,0.34636667,0.34205,0.05776747,3.456006921858841,4,0.2923807059905561
0.1244,0.104,0.12935,0.1519,0.20623334,0.2349,0.24763334,0.2066,0.2566,0.2746,0.28563333,0.24852,0.1525802,3.4646712616158406,4,0.2902009420976813
0.1379,0.17075,0.20452,0.236325,0.251425,0.25279,0.2594,0.25825,0.262225,0.26023334,0.322,0.31466666,0.044330996,3.460339091737341,4,0.2842092016395453
0.09321429,0.19974285,0.252225,0.2844,0.2575,0.257125,0.2593,0.3058769,0.25826666,0.1381,0.2588,0.22815,0.03638449,3.5773076784568323,4,0.2691323201362228
0.2035,0.3006,0.316,0.324,0.3423,0.3406,0.3341,0.3264,0.3234,0.3075,0.3685,0.3606,0.0036900535,3.501494705583088,4,0.2629040244682551
0.1781,0.1446,0.1816,0.2116,0.275,0.274,0.2887,0.2502,0.3006,0.3753,0.4025,0.402,0.08358596,3.4646712616158406,4,0.2275923880247771
0.16555,0.1931,0.2308,0.27406666,0.29645,0.299825,0.3087,0.3104,0.31183332,0.34515715,0.3699,0.3519,0.06216497,3.4646712616158406,4,0.2258781884920659
0.14055,0.1374,0.1687,0.1926,0.22635,0.24025,0.24715,0.2471,0.2494,0.2592,0.28205,0.2576,0.12394814,3.456006921858841,4,0.1366128595227997
0.16875,0.1078,0.1408,0.1873,0.26455,0.26425,0.27015,0.2133,0.2701,0.3471,0.35435,0.3341,0.06490266,3.5773076784568323,4,0.1228852848481782
0.1475,0.1233,0.153,0.1925,0.23045,0.2347,0.24005,0.2211,0.24105,0.3108,0.3103,0.29425,0.06914896,3.4646712616158406,4,0.0899406904748657
0.1644,0.181,0.2342,0.2976,0.3727,0.3791,0.3917,0.3384,0.3995,0.4677,0.4909,0.4674,0.06415095,3.460339091737341,4,0.0869678388949104
0.1586,0.1729,0.2217,0.2584,0.2872,0.2999,0.3093,0.3063,0.31395,0.312,0.35395,0.3231,0.08482384,3.4646712616158406,4,0.086427148559002
0.1492,0.112,0.141,0.185,0.2392,0.2374,0.243,0.2084,0.2494,0.3295,0.3446,0.3302,0.059481427,3.460339091737341,4,0.0775046898292898
0.1988,0.2042,0.2622,0.3284,0.3955,0.3999,0.418,0.3704,0.4122,0.4619,0.5171,0.4865,0.06010307,3.5686433386998333,4,0.0441513717260446
0.1875,0.2271,0.2492,0.2683,0.2593,0.2622,0.26495,0.2876,0.266,0.3188,0.29125,0.27725,0.0347185,3.4841660260690897,4,0.0439619425226547
0.15655,0.1805,0.2298,0.2858,0.3297,0.3426,0.35215,0.3332,0.35695,0.43465,0.4429,0.4214,0.076575115,3.460339091737341,4,0.0269195984682768
0.1531,0.1754,0.2324,0.293,0.3447,0.3475,0.3547,0.3384,0.3607,0.3736,0.4513,0.4556,0.07190369,3.5513146591858344,4,0.0223808523793302
0.1494,0.17485,0.20631666,0.23473333,0.287825,0.288965,0.29903334,0.30392,0.3048875,0.2856,0.3361,0.3078,0.12844379,3.464671261615841,4,0.0218831222571178
0.18935,0.2561,0.3208,0.3806,0.29535,0.2718,0.2722,0.4168,0.29265,0.36195,0.35315,0.3273,0.045397528,3.460339091737341,4,0.0193674170118065
0.1532,0.1032,0.1282,0.1716,0.2466,0.2451,0.2507,0.194,0.2547,0.3078,0.3079,0.2954,0.061269164,3.460339091737341,4,0.7901268344429783
0.1679,0.2346,0.2708,0.3002,0.2738,0.2694,0.2705,0.3192,0.2619,0.3039,0.3374,0.3437,0.030674884,3.5231555549755864,4,0.7604992399525392
0.13933334,0.1466,0.1775,0.2048,0.24296667,0.2571,0.2665,0.25133333,0.2708,0.2761,0.2959,0.27815,0.102016956,3.5773076784568323,4,0.7517156457387899
0.12912,0.14906,0.18132,0.2145,0.25295833,0.26852,0.27601665,0.2765,0.28783333,0.30012727,0.32706666,0.30002,0.1262729,3.5686433386998333,4,0.7510832465980041
0.161325,0.283,0.3078,0.328,0.3041,0.309,0.31496668,0.34906667,0.3128,0.31325,0.3293,0.3166,0.03111461,3.443010412223342,4,0.7279493511966034
0.152,0.1634,0.193,0.2248,0.27375,0.28376666,0.2932,0.2758,0.299,0.3176,0.34875,0.3326,0.10187772,3.46467126161584,4,0.7182817004626607
0.18214,0.249,0.2665,0.29044,0.26461667,0.26456666,0.26692858,0.287675,0.26848,0.26861668,0.28053334,0.2687,-0.004782785,3.5773076784568323,4,0.6999970582507726
0.018266667,0.0257,0.0357,0.0130875,0.00955,0.0065,0.010266666,0.0111,0.010409091,0.03995,0.02286,0.022075,-0.082170546,3.198689054619482,6,0.7973707913533813
0.059266668,0.10015,0.1239,0.1575,0.1354,0.1445,0.14675,0.1862,0.1491,0.1153,0.1815,0.169,0.08350304,3.5426503194288346,6,0.7964776265839918
0.06705,0.048486665,0.070133336,0.04495,0.0567625,0.04883125,0.051283333,0.03488333,0.04771,0.1288,0.05894,0.049895834,-0.12609607,3.460339091737341,6,0.7902088645596583
0.0518,0.05935,0.07605,0.0327,0.0235,0.01415,0.0172,0.017,0.0171,0.0274,0.01835,0.01805,-0.31589532,3.4430104122233423,6,0.7878599492788888
0.028933333,0.040533334,0.0498,0.017,0.011725,0.0053,0.006903333,0.0065,0.0044,0.001,0.0065666665,0.006475,-0.44680852,3.174415879756364,6,0.7870288705819888
0.028166667,0.0355,0.041075,0.0154,0.0123,0.00745,0.00742,0.007333333,0.0075,0.0053,0.0090333335,0.0102,-0.35483873,2.8450439280524678,6,0.7844346144526159
0.0261,0.038225,0.0475,0.015620833,0.01136,0.005725,0.0062833335,0.00636,0.0062142857,0.00215,0.009166666,0.010233333,-0.42131403,2.8777816459633776,6,0.7711627654974177
0.0495,0.0506,0.067,0.0422,0.0858,0.0978,0.1103,0.0338,0.1155,0.0642,0.1045,0.0763,-0.11052633,3.460339091737341,6,0.7706721070176341
0.06225,0.0784,0.1002,0.1158,0.13526666,0.1411,0.14496,0.1539,0.1498,0.114,0.16955,0.157625,0.14126806,3.559978998942834,6,0.768631163229959
0.029466666,0.0361,0.04696667,0.0161,0.010216666,0.006233333,0.0077309525,0.0073375,0.006222222,0.02035,0.01184375,0.01234,-0.37386668,3.220307557032674,6,0.7677024380267466
0.04342,0.0622625,0.0931,0.059616666,0.069633335,0.04865,0.0523,0.0275,0.0516,0.0296,0.04535,0.0377,-0.36866271,3.4798338561905897,6,0.7642518947756967
0.0414875,0.0405,0.05228333,0.0202,0.017075,0.0119,0.014166667,0.01117,0.013075,0.040533334,0.018133333,0.01805,-0.28785464,3.3282079104431013,6,0.7641767252052514
0.0394,0.044925,0.0564,0.02045,0.016133333,0.0095,0.008866667,0.008228571,0.007475,0.005875,0.0058625,0.006275,-0.42615193,3.144048343627558,6,0.7622082760824774
0.040733334,0.0355625,0.0454125,0.021085715,0.03346,0.03235,0.03455,0.015225,0.03645,0.05995,0.0485,0.043333333,-0.16140456,3.516657300157837,6,0.7606146544738619
0.07045,0.0697,0.0915,0.052,0.0588,0.04335,0.0451,0.03045,0.0499,0.0701,0.0675,0.05925,-0.26137054,3.460339091737341,6,0.7522622403039413
0.0464,0.0751,0.09695,0.05225,0.0387,0.0169,0.0185,0.01635,0.0179,0.0239,0.01925,0.01995,-0.52332366,3.3585330995925995,6,0.7504167305697778
0.02958,0.038041666,0.0438525,0.015025,0.011314286,0.0061,0.00718,0.006414286,0.0063857143,0.0040708333,0.0071333335,0.008166667,-0.40163252,3.057893533568244,6,0.7501490256143649
0.0386,0.0536,0.0652,0.02595,0.0207,0.0145,0.01425,0.0141,0.01415,0.0117,0.01575,0.01495,-0.29588014,3.559978998942833,6,0.7496467220042953
0.038425,0.046,0.0561,0.021,0.015966667,0.0083,0.008142857,0.0083,0.0073666666,0.0044571427,0.0072666667,0.0072,-0.4334471,3.378027864045848,6,0.7478621561969861
0.0269,0.034566667,0.03762,0.014111111,0.011291667,0.00755,0.00835,0.008344444,0.0072333333,0.00538,0.0092875,0.00936,-0.25680354,1.858024579453653,6,0.741629750361074
0.05675,0.02704,0.036275,0.021042857,0.0271,0.02098,0.02494,0.018044444,0.0279,0.12412,0.060883332,0.05565,-0.07671068,3.4538408369195914,6,0.7401395955450918
0.0358,0.0523,0.0744,0.03905,0.02415,0.01315,0.0158,0.0188,0.01555,0.0202,0.0227,0.0213,-0.35004324,3.3590216871032776,6,0.7223670978112037
0.0345,0.034257144,0.038026668,0.014842105,0.01471875,0.010523809,0.012214285,0.010625,0.0112,0.04352857,0.01404,0.014164286,-0.16559027,3.0904271546362985,6,0.7213149602136993
0.038471427,0.035628572,0.052244443,0.04082,0.1019,0.13,0.1452375,0.098866664,0.1538,0.13035,0.1245,0.1068,0.4155491,3.456006921858841,6,0.7145724689982073
0.0286,0.036842857,0.04354,0.015825,0.012725,0.0072333333,0.008848334,0.00735,0.00744,0.0048875,0.0093,0.010175,-0.36569577,3.00325282257632,6,0.7143007180754178
0.03665,0.04515,0.0536,0.0209,0.01595,0.0086,0.0092,0.0085,0.0079,0.005,0.009,0.0094,-0.4217687,3.051395278750494,6,0.7117938234836205
0.0359,0.0366,0.042829167,0.0173,0.013266667,0.00906,0.010371429,0.0101,0.009133333,0.0337,0.013735,0.014375,-0.26277375,3.2111122827856886,6,0.7114211361832761
0.0356,0.05555,0.0771,0.0373,0.02625,0.01405,0.01795,0.01645,0.01625,0.06255,0.02385,0.02235,-0.38790697,3.334706165260851,6,0.7055713375787249
0.018978572,0.020538462,0.020508695,0.0063317074,0.00534,0.003452381,0.004351852,0.0038606836,0.0034515152,0.0029166667,0.007165517,0.008252,-0.24243808,3.278345609861048,6,0.7051791495706627
0.0339,0.035525,0.0482,0.025814286,0.025875,0.020075,0.022944445,0.01575625,0.02397143,0.0346,0.036625,0.0296,-0.2419511,3.3563670146533497,6,0.7042056244092466
0.03595,0.046225,0.052,0.0197,0.01518,0.0081625,0.010425,0.00914,0.0073142857,0.0034142856,0.0054166666,0.00545,-0.36615813,3.062714290957422,6,0.7025876431173123
0.03362857,0.039725,0.046525,0.017066667,0.01338,0.00838,0.008916667,0.0081857145,0.0074142856,0.0034666667,0.0066,0.0067160716,-0.35168773,2.165108046289045,6,0.7020186408684796
0.1082,0.030846667,0.037736364,0.0202625,0.0298,0.033725,0.040466666,0.019826667,0.04356,0.1988,0.05405,0.044516668,-0.010871587,3.5686433386998333,6,0.7017542092227749
0.039633334,0.046925,0.0578,0.0216,0.0171,0.010225,0.01004,0.0092,0.008,0.00466,0.005225,0.005375,-0.4025974,2.914385858808179,6,0.6977249004477993
0.0281625,0.037016667,0.04625,0.016116668,0.012171429,0.008925,0.01006,0.00935,0.009266667,0.0112,0.012075,0.01232,-0.26570684,3.440844327284093,6,0.697002543176411
0.03935,0.05125,0.0586,0.02315,0.01585,0.00845,0.0087,0.0079,0.0072,0.0049,0.0058,0.00625,-0.49114335,2.8530079454022514,6,0.6920379411962206
0.026633333,0.03375,0.03768,0.0150125,0.012077778,0.00718,0.007325,0.0066,0.006366667,0.0035545453,0.00630625,0.0062272726,-0.38924232,3.0269950629494526,6,0.6894655088631613
0.0249,0.03705,0.04625,0.015866667,0.010275,0.0054,0.006425,0.0053625,0.0054625,0.0023,0.008864285,0.009271429,-0.49479884,2.41738272892452,6,0.689354984091463
0.03936,0.04755,0.0573,0.02095,0.016433334,0.0088,0.008916667,0.0085,0.0073,0.00485,0.005133333,0.006342857,-0.4227504,3.047509349403365,6,0.6870348009004511
0.029066667,0.0416,0.0516,0.0168625,0.0113,0.005225,0.0052,0.005133333,0.004275,0.00075,0.00625,0.00645,-0.53324497,3.22206974841986,6,0.6812300226772079
0.03266667,0.0409,0.05085,0.018933333,0.0131625,0.0092,0.009975,0.008785714,0.0092857145,0.01128,0.011933333,0.013083333,-0.3660883,3.4300139025878438,6,0.6765776417399981
0.061825,0.0376,0.05666667,0.047825,0.0945,0.0981,0.1084,0.069866665,0.11721667,0.1555,0.14155833,0.12771,0.18728313,3.456006921858841,6,0.6656555760746402
0.037775,0.046425,0.0547375,0.018866668,0.015770834,0.010233333,0.010275,0.009242857,0.00826,0.00438,0.0047910716,0.0043714284,-0.34236833,2.1350293009617105,6,0.663755604205293
0.027875,0.03421667,0.03774,0.016985714,0.0130625,0.008385714,0.008890278,0.008066666,0.007285714,0.005566667,0.0084375,0.00914,-0.35601598,3.122876081745739,6,0.6632211252979145
0.026754545,0.03432,0.03682857,0.015345454,0.011033333,0.0072,0.007276923,0.007507143,0.00637,0.0035,0.0063866666,0.006367857,-0.34299433,2.229087592847424,6,0.6630651605515209
0.03625,0.04525,0.0502,0.0199,0.014266667,0.008275,0.0093,0.008466667,0.007333333,0.0035666667,0.0052714287,0.005475,-0.40305522,3.3043386291320456,6,0.657713231634802
0.02486,0.034442857,0.03757143,0.013155555,0.009353846,0.006415385,0.00621,0.006306667,0.0054076924,0.0033875,0.008409091,0.009353333,-0.3519068,2.281233515307825,6,0.6499742809505589
0.032225,0.0378,0.044425,0.016185714,0.0120375,0.008266667,0.0093,0.008136364,0.00825,0.017933333,0.01425,0.01285,-0.3309483,3.527487724854087,6,0.643247065339749
0.0713,0.07145714,0.09322,0.0995,0.15665,0.17494167,0.186325,0.15932,0.189575,0.120225,0.19695,0.173925,0.23112586,3.5773076784568323,6,0.6425122340383326
0.0818,0.0357,0.0456,0.0571,0.0828,0.0924,0.0905,0.0712,0.0906,0.1662,0.109,0.0874,0.10989865,3.4646712616158406,6,0.6417559762739835
0.0573,0.081266664,0.1022,0.1237,0.12323333,0.131,0.1397,0.15066667,0.14406666,0.0938,0.17816667,0.1667,0.09828697,3.5773076784568323,6,0.640522196079105
0.03845,0.05385,0.0681,0.03965,0.03465,0.0299,0.0293,0.02655,0.03045,0.03855,0.03495,0.0341,-0.1978852,3.460339091737341,6,0.6392392550501667
0.038566668,0.04605,0.0564,0.0209,0.01638,0.009216666,0.009214286,0.0084,0.0073,0.00445,0.00445,0.004466667,-0.42662117,2.987035855247508,6,0.6358848210722174
0.1747,0.088775,0.1216,0.1155,0.184475,0.175175,0.17185,0.11945,0.16994166,0.181275,0.1581,0.12923333,0.016812086,3.490664280886839,6,0.6335071309627135
0.065775,0.0525,0.07525,0.0665,0.0717,0.0537,0.0618,0.0566,0.0572,0.239,0.057025,0.04555,-0.08042242,3.4646712616158406,6,0.630744817255227
0.0438,0.0597,0.07305,0.03125,0.0229,0.01365,0.015,0.01505,0.014,0.0116,0.0167,0.01655,-0.34989202,3.328165563463794,6,0.6250393657721037
0.03585,0.04535,0.0528,0.0192,0.0143,0.0082,0.008680556,0.00726,0.0072,0.0034875,0.0054833335,0.00545,-0.4512472,3.1656668460407493,6,0.6215869329172533
0.03325,0.0475,0.0616,0.02745,0.0221,0.01685,0.01795,0.01925,0.0169,0.0379,0.022,0.0215,-0.17558888,3.3173351387675445,6,0.6202914695263312
0.0376,0.0462,0.05335,0.01963,0.01414,0.008830357,0.008856945,0.008175,0.0075333333,0.00438,0.005425,0.0054166666,-0.41197628,2.514451653752241,6,0.6027481021698624
0.0397,0.046466667,0.05595,0.021,0.0175,0.00928,0.01,0.0093,0.007333333,0.0053333333,0.005433333,0.0062,-0.38613862,2.853269523504004,6,0.5945584608078185
0.03944,0.048433334,0.0564,0.02205,0.0163,0.0092625,0.00946,0.008314285,0.00795,0.0043833335,0.005266667,0.005325,-0.45236418,3.153732205385221,6,0.5931396937898648
0.037933335,0.04642,0.05545,0.020275,0.015275,0.011175,0.0113,0.009325,0.00834,0.00432,0.0047875,0.0047625,-0.3699324,2.4178617087065426,6,0.5892953704211495
0.029533334,0.038657144,0.0522,0.02675,0.018942857,0.007357143,0.010116667,0.00812,0.009533334,0.024025,0.0182,0.01735,-0.5342701,3.3694051004938705,6,0.5825292383503501
0.021470536,0.02986,0.03909,0.014483334,0.0104,0.0067076925,0.01087,0.008785714,0.010845454,0.029453333,0.01847857,0.020275,-0.24485828,3.497162535704589,6,0.5822980969880464
0.025916666,0.03356,0.03675,0.015142857,0.011288889,0.006238889,0.007264286,0.0073,0.00634375,0.003290909,0.006423077,0.00632,-0.34945893,2.5950158243361376,6,0.5769788834364763
0.03195,0.040475,0.04625,0.01644,0.013175,0.007883334,0.008583333,0.0073125,0.007325,0.0033166667,0.0072,0.007283333,-0.38427535,2.8702519309576355,6,0.5743769446752859
0.025728572,0.02584,0.03578333,0.015183333,0.01135,0.0074083335,0.010516667,0.009171428,0.008314285,0.04146667,0.0185625,0.01788,-0.24684721,3.3888582887420964,6,0.5728681248627853
0.025922222,0.032614287,0.03544,0.01535,0.011181818,0.0073,0.00905,0.008445455,0.0073125,0.007222222,0.0103,0.011281818,-0.29016235,2.663805193982824,6,0.5630220107441432
0.03655,0.0504,0.0634,0.0218,0.014933334,0.008383334,0.0092,0.009425,0.008285714,0.0075,0.01012,0.01015,-0.39631703,3.278345609861048,6,0.5448786027514543
0.03345,0.03295,0.037433334,0.015233333,0.0122,0.0091625,0.009257142,0.011342857,0.010314286,0.03974,0.0172,0.01555,-0.14638954,3.399688713438346,6,0.5436161654043317
0.03985,0.0464,0.0679,0.0458,0.05,0.015025,0.0175,0.015033334,0.0123,0.0384,0.013116667,0.0114,-0.5057534,3.4386782423448428,6,0.5401629637316748
0.0288,0.03446,0.0390125,0.0160375,0.011729167,0.00725,0.008325,0.0072,0.0069115385,0.003981818,0.006784375,0.0062545454,-0.380312,3.187370042412555,6,0.5360971083673989
0.025783334,0.031671427,0.0347,0.015375,0.01112,0.0072692307,0.008371429,0.0075,0.0073,0.0043,0.009221429,0.01003125,-0.34426233,2.7957549089397067,6,0.5343669234404401
0.0391,0.0463,0.056333333,0.0224,0.016833333,0.0090333335,0.0092,0.00925,0.00808,0.0046,0.0058625,0.0054428573,-0.4154818,2.7827432650246178,6,0.5340132236657951
0.033775,0.039846152,0.055527776,0.02244,0.018353846,0.010644828,0.012805,0.010831035,0.012517392,0.04789,0.020685,0.018486956,-0.34892106,3.280554041779605,6,0.5239708320737746
0.02394,0.026332432,0.03023846,0.010695834,0.006846667,0.005035135,0.0050025643,0.004838889,0.0048891893,0.01039,0.010551163,0.0126,-0.3770228,1.717043629946822,6,0.5233481339522716
0.022977779,0.024475,0.024124,0.01025,0.0087763155,0.006392857,0.008246154,0.008765854,0.0083111115,0.024395652,0.012623333,0.0142066665,-0.07804784,3.0876257247746386,6,0.5220992396336688
0.03565,0.039775,0.0502,0.02095,0.02385,0.0218,0.02395,0.014316667,0.025116667,0.037208334,0.037566666,0.032158334,-0.18809074,3.464671261615841,6,0.5219914565933472
